case_id,year,case_name,case_artist,case_title,case_role,gpt_artist,gpt_title,gpt_conf
263,2017,Super Cassettes v. Trimurti Films,Jumin Nautiyal & Neeti Mohan,Socha Hai (Kehdoon Tumhe Remix,defendant,Jubin Nautiyal & Neeti Mohan,Socha Hai,0.9
264,2017,"Stone et al. v. TIG7 Publishing, LLC et al.",Bruno Mars & Mark Ronson,Uptown Funk,defendant,Mark Ronson feat. Bruno Mars,Uptown Funk,0.95
265,2018,"Paul Rose v. Paul David Hewson, aka “Bono”, et al.","Paul Hewson, aka “Bono”, et al.",The Fly,defendant,U2,The Fly,0.95
266,2018,"Abiodun Oyewole v. Rita Ora, et al.",Rita Ora; Christopher Wallace; Marshall Mathers & Trevor Smith,How We do Party; Party and Bullshit; Calm Down,defendant,Rita Ora,How We Do (Party),0.95
267,2018,"Wilson v. Dynatone Pub., et al.",Justin Timberlake,Suit & Tie,defendant,Justin Timberlake,Suit & Tie,0.95
268,2018,"Cortes-Ramos v. Enrique Martin-Morales (""Ricky Martin"")",Ricky Martin,Vida,defendant,Ricky Martin,Vida,0.95
269,2018,"Fahmy v. Jay Z, et al.","Jay Z, et al.",Big Pimpin',defendant,JAY-Z,Big Pimpin',0.95
270,2018,"Pharrell Williams, et al. v. Frankie Gaye, et al.","Robin Thicke, Pharrell Williams",Blurred Lines,defendant,Robin Thicke feat. Pharrell & T.I.,Blurred Lines,0.95
271,2018,"Lela Weems v. Odd Future Records, et al.",Tyler Okonma,Deathcamp,defendant,"Tyler, the Creator",DEATHCAMP,0.95
272,2018,"Michael May v. Miley Ray Cyrus, et al.",Miley Ray Cyrus,We Can't Stop,defendant,Miley Cyrus,We Can't Stop,0.95
273,2018,[INPLAY] Platinum Jack Entertainment v. ESPN and Chick-Fil-A,Chick-Fil-A Advertising Agency,Ads Aired on ESPN,defendant,Not Applicable,Not Applicable,0.0
274,2018,Carey v. Sheeran,Edward Sheeran,The Rest of Our Life,defendant,Tim McGraw & Faith Hill,The Rest of Our Life,0.95
275,2018,"Del Rio v. Virgin America, et al.",Virgin America,,defendant,N/A,N/A,0.0
276,2018,"Jamie Ciero v. Disney, et al.",Disney,Let It Go,defendant,Idina Menzel,Let It Go,1.0
277,2018,Tracy Chapman v. Nicki Minaj,Nicki Minaj ft. Nas,Sorry,defendant,Nicki Minaj,Sorry,0.9
278,2018,"[INPLAY] Brighter Sky Productions LLC, et al. v. Marriott International, Inc., et al.","Marriott International, Inc, and Universal Pictures",October Sky Musical,defendant,Steve Margoshes,October Sky: The Musical,0.7
279,2018,"Benny Mardones, et al. v. Cyndi Lauper, et al.",Cyndi Lauper,Raise You Up,defendant,Cyndi Lauper,Raise You Up,0.9
280,2018,"Richard Morrill v. Gwen Stefani, Pharrell Williams, et al.",Gwen Stefani & Pharrell Williams,Spark the Fire,defendant,Gwen Stefani,Spark the Fire,0.98
281,2018,Stahlgewitter v. Frei.Wild,Frei.Wild,"Schenkt uns Dummheit, kein Niveau",defendant,Frei.Wild,Schenker Uns Dummheit Kein Niveau,0.95
282,2018,Harumaki Gohan v. Mori,Yamato Mori,M.A.K.E.,defendant,Harumaki Gohan,M.A.K.E.,0.8
283,2019,Eight Mile Style v. New Zealand National Party,Michael Cohen,Eminem Esque,defendant,Eminem,Lose Yourself,0.9
284,2019,The Rolling Stones v. The Verve,The Verve,Bittersweet Symphony,defendant,The Verve,Bitter Sweet Symphony,0.95
285,2019,"Andrew Green v. Kanye West, et al.",Kanye West,Ultralight Beam,defendant,Kanye West,Ultralight Beam,0.95
286,2019,"William Smith et al. v. ""The Weeknd""",Abel M. Tesfaye (“The Weeknd”),A Lonely Night,defendant,The Weeknd,A Lonely Night,0.95
287,2019,"Song-a-tron Music, et al. v. Jones, et al.","Christian Jones (""TeeFLii"")",24 Hours,defendant,TeeFLii,24 Hours,0.95
288,2019,[INPLAY] Hütter v. Pelha,Sabrina Setlur,Nur mir,defendant,Sabrina Setlur,Nur mir,0.95
289,2019,Mimi Korman v. Julio Iglesias,Julio Iglesias,Me Olvide de Vivir,defendant,Julio Iglesias,Me Olvidé de Vivir,0.95
290,2019,"Rodriguez v. Avalos, et al.","Eric Avalos, Courtney Rico, Chavalos Music, Inc.",Pediré,defendant,La Sonora Dinamita,Pediré,0.7
291,2019,"[INPLAY] Nicholas v. Pigott, et al.","Adam J. Pigott (""BlaqNmilD""); Aubrey Drake Graham (""Drake"")",That beat; In my feelings; Nice for what,defendant,Drake,In My Feelings,0.95
292,2019,"[INPLAY] Brandon Lee (""Don Lee""), et al. v. Hill (""Lil Nas X""), et al.","Montero Lamar Hill (""Lil Nas X""), et al.",Rodeo,defendant,Lil Nas X & Cardi B,Rodeo,0.95
293,2019,Zachry Brown v. Ryan Tedder,Ryan Tedder,,defendant,OneRepublic,nan,0.5
294,2019,"Mark Halper v. Sony/ATV Music Publishing, LLC, et al.","Sam Smith, et al.",Stay With Me,defendant,Sam Smith,Stay With Me,0.95
295,2019,New Day Worldwide v. Taylor Swift,Taylor Swift,Shake it Off,defendant,Taylor Swift,Shake It Off,0.99
296,2019,"[INPLAY] Key, et al. (""Yellowcard"") v. Higgins, et al. (""Juice WRLD"")","Jared A. Higgins (""Juice WRLD""), et al.",Lucid Dreams,defendant,Juice WRLD,Lucid Dreams,0.99
297,2019,Brown v. Netflix,"Netflix, et al.",Burlesque: Heart of the Glitter Tribe (film),defendant,Christina Aguilera,Burlesque,0.7
298,2019,Guity v. Santos,Anthony Santos,Eres Mia,defendant,Romeo Santos,Eres Mía,0.95
299,2019,"Pickett v. Migos Touring, Inc., et al.","Migos Touring, Inc. (""Migos""), et al.",Walk It Talk IT,defendant,Migos,Walk It Talk It,0.95
300,2019,Stone v. Dudley,Chelsea Dudley a/k/a/ Chanel West Coast,Sharon Stoned,defendant,Chanel West Coast,Sharon Stoned,0.95
301,2019,"Batiste v. Lewis, et al.","Ryan Lewis; Ben Haggerty (""Macklemore"")",Thrift Shop; Neon Cathedral,defendant,Macklemore & Ryan Lewis,Neon Cathedral,0.95
302,2019,[INPLAY] Richardson v. Kharbouch,"Karim Kharbouch aka French Montana;
Excuse My French",Ain’t Worried About Nothin,defendant,French Montana,Ain't Worried About Nothin',0.95
303,2019,Hines v. Roc-A-Fella Records Inc. et al.,Jay-Z; Timbaland,Paper Chase; Toe 2 Toe,defendant,Jay-Z,Paper Chase,0.95
304,2019,"Jefferson v. Raisen, et al.",Justin Raisen; Jeremiah Raisen,Healthy (Demo),defendant,Lizzo,Truth Hurts,0.9
305,2019,Saregama India v. Balaji,"Meet Bros, et al.",Dhagala Lagali Kala,defendant,Meet Bros,Dhagala Lagali Kala,0.9
306,2020,Estate of James Oscar Smith v. Cash Money Records,"Aubrey Drake Graham aka ""Drake""",Pound Cake,defendant,Drake,Pound Cake / Paris Morton Music 2,0.95
307,2020,"Yeasayer v. Tesfaye (""The Weeknd"")",Abel Makkonen Tesfaye (“The Weeknd”); Kendrick Lamar Duckworth,Pray for Me,defendant,The Weeknd & Kendrick Lamar,Pray for Me,0.95
308,2020,Michael Skidmore v. Led Zeppelin,Jimmy Page,Stairway to Heaven,defendant,Led Zeppelin,Stairway to Heaven,1.0
309,2020,"Marcus Gray, et al. v. Katy Perry","Katy Perry, et al.",Dark Horse,defendant,Katy Perry,Dark Horse,0.99
310,2020,[INPLAY] Armes v. Post,"Austin Post (aka ""Post Malone"")",,defendant,Post Malone,Circles,0.95
311,2020,[INPLAY] Gordon v. Chambers,"Brytavious Chambers (“Tay Keith”);
Daniel Hernandez (“Takashi 6ix9ine”)",Stoopid,defendant,6ix9ine feat. Bobby Shmurda,STOOPID,0.95
312,2020,"[INPLAY] Griffin v. Sheeran, et al.","Amy Wadge, Ed Sheeran",Thinking Out Loud,defendant,Ed Sheeran,Thinking Out Loud,1.0
313,2020,"[INPLAY] Jackson v. Apple, Inc.","Apple, Inc., et al.",,defendant,Apple Inc.,Unknown,0.2
314,2020,[INPLAY] Basil v. AMC,,,defendant,Boogie Down Productions,My Philosophy,0.7
315,2020,"[INPLAY] Stines v. Knowles, et. al.",The Carters,Black Effect,defendant,The Carters,Black Effect,0.95
316,2020,"Jackson (""50 Cent"") v. Roberts","William Leonard Roberts II (""Rick Ross"")",Renzel Remixes,defendant,Rick Ross,Renzel Remixes,0.98
317,2020,[INPLAY] Hayes v. Lamar,Kendrick Lamar,Loyalty,defendant,Kendrick Lamar feat. Rihanna,LOYALTY.,0.95
318,2020,Stone v. Grande,Ariana Grande,7 Rings,defendant,Ariana Grande,7 rings,0.95
319,2020,Sheeran v. Chokri,Ed Sheeran,Shape of You,defendant,Ed Sheeran,Shape of You,0.99
320,2020,Structured Asset Sales v. Sheeran,Ed Sheeran,Thinking Out Loud,defendant,Ed Sheeran,Thinking Out Loud,1.0
321,2020,"Norwood v. Quality Control Music, LLC",Offset,How Did I Get Here ft. J. Cole,defendant,Offset feat. J. Cole,How Did I Get Here,0.95
322,2021,"Nwosuocha v. Glover, et al.",Donald Glover,This Is America,defendant,Childish Gambino,This Is America,1.0
323,2021,"[INPLAY] Cooper, et al. v. Brown, et al.",Chris Brown & Drake,No Guidance,defendant,Chris Brown feat. Drake,No Guidance,0.98
324,2021,"[INPLAY] Cates v. Shlemovitz, et al.","Shlemovitz, et al.",FeBreze Tagline,defendant,Shlomo Shlemovitz,Febreze Tagline,0.4
325,2021,Robinson v. Wilburn,Future,When I Think About It,defendant,Future,Thought It Was a Drought,0.6
326,2021,Johannsongs-Publishing Ltd. v. Lovland,Rolf Løvland,You Raised Me Up,defendant,Josh Groban,You Raise Me Up,0.9
327,2021,[InPlay] Cleveland Constantine Browne et al. v. Rodney Sebastian Clark Donalds et al.,Luis Fonsi,Despacito,defendant,Luis Fonsi & Daddy Yankee,Despacito,0.95
328,2021,"AOM Music, Inc v. Benito Antonio Martínez Ocasio (p/k/a Bad Bunny)",Benito Antonio Martínez Ocasio p/k/a Bad Bunny,Safaera,defendant,"Bad Bunny, Jowell & Randy, and Ñengo Flow",Safaera,0.95
329,2022,[INPLAY] Ultra v. West,Kanye West,Flowers,defendant,Kanye West,Flowers,0.9
330,2022,Frisby v. Sony,J. Cole; Bryson Tiller,Deja Vu; Exchange,defendant,Bryson Tiller,Exchange,0.95
331,2022,"Cope v. Dua Lipa, et al",Dua Lipa,Levitating,defendant,Dua Lipa,Levitating,0.95
332,2022,[InPlay} Quinn et al v. Powell et al.,"Roland Powell p/k/a Lil' Duvall, Rich Broke Entertainment, LLC",Living My Best Life,defendant,Lil Duval feat. Snoop Dogg & Ball Greezy,Smile B*tch (Living My Best Life),0.95
333,2022,[InPlay] Larball Publ'g Co. v. Lipa,Dua Lipa,Levitating,defendant,Dua Lipa,Levitating,0.95
334,2022,[InPlay] Phase One Network v. Kanye West,Kanye West,Life of the Party,defendant,Kanye West,Life of the Party,0.95
335,2022,Moten v. Def Jam,Kanye West,Come to Life,defendant,Kanye West,Come to Life,0.95
336,2022,Patrick v. Poree,April Louise Poree,,defendant,April Louise Poree,Unknown,0.2
337,2022,Grigson v. Lopez,Kristen Anderson Lopez,Some Things Never Change,defendant,"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff",Some Things Never Change,0.85
338,2022,Sound & Color v. Sam Smith,"Sam Smith, Normani",Dancing with a Stranger,defendant,Sam Smith & Normani,Dancing with a Stranger,0.99
339,2022,[InPlay] Third Side Music v. Evenflo Co.,Evenflo,Ad Background Music,defendant,Unknown Artist,Unknown Title,0.2
340,2023,Astley v. Hauri,Yung Gravy,Betty (Get Money),defendant,Yung Gravy,Betty (Get Money),0.95
341,2023,Stone v. Carey,Mariah Carey,All I Want for Christmas is You,defendant,Mariah Carey,All I Want for Christmas Is You,0.99
342,2023,[InPlay] Formal Entertainment v. Zayn Malik,"Zayn Malik p/k/a ""Zayn""",Better,defendant,ZAYN,Better,0.95
343,2023,"[InPlay] Darko v. Grahm, et al.",Drake,Calling My Name,defendant,Drake,Calling My Name,0.9
344,2023,"[InPlay] Concord Music Group, et al. v. Anthropic PBC",Anthropic PBC,,defendant,Concord Music Group,[Various Artists],0.2
345,2024,Chamberlain v. Dolo Entertainment,Isis Naija Gaston a/k/a Ice Spice,In Ha Mood,defendant,Ice Spice,In Ha Mood,0.95
346,2024,"Peabody & Company LLC v. Wayne, et al.",Roddy Ricch,The Box,defendant,Roddy Ricch,The Box,0.99
347,2024,"Johnston v. Kroeger, et al.",Nickelback,Rockstar,defendant,Nickelback,Rockstar,0.95
case_id,year,case_name,case_artist,case_title,case_role,gpt_artist,gpt_title,gpt_conf
