musicbrainz_id,case_artist,mb_artist,case_title,mb_title,case_role,case_status,case_id,correct_match
d4775435-2005-48ee-af55-f1a67824537e,Richard Patrick,Patrick Woods,Take A Picture,Picture of a River,defendant,,133,
df69b944-dcfc-4bfb-86b0-bb464ff00f75,Isley Brothers,The Isley Brothers,Love is a Wonderful Thing,Love Is a Wonderful Thing,complainer,,132,
19bb2643-958e-472c-bff7-7305e170a0f8,Michael Bolton and Andrew Goldmark,Michael Bolton,Love is a Wonderful Thing,Love Is a Wonderful Thing,defendant,,132,
3cb78c05-e59b-4f37-9060-e4d5bdccfb2f,"John McLaughlin, et al.",John McLaughlin,Planetary Citizen,Planetary Citizen,complainer,,131,
c7a1a4cc-97d6-419d-87e4-7de40f7550ea,"Robert Del Naja, et al",Woody van Eyden,Unfinished Sympathy,Unfinished Sympathy,defendant,,131,
90506d39-17d3-4d1a-b526-9ea2b7049902,Snap!,Snap!,Green Grass Grows (Earth follows),Green Grass Grows (Earth Follows),complainer,,130,
33e59633-1e44-49e3-bcdf-6b715ef2aeec,Cygnus X,Cygnus X,Superstring,Superstring,defendant,,130,
200feb65-9271-466e-8c2a-e4502c863f22,"Billy Gibbons, et al.","La Mississippi, Billy Gibbons",La Grange,La Grange,complainer,,129,
e70c6b51-4105-477e-9aaa-832c7d7b1b95,Chrysler Corporation,The Katinas featuring Miles McPherson,Promotional video for Plymouth Prowler,Promotional Video,defendant,,129,
f472981c-7431-4a0f-9c00-cba8feb68795,Suzane McKinley,McKinley Mitchell,I Think About You,I Think You're The Girl,complainer,,128,
fd971800-2d71-40ff-92f6-4f0b49feb1a2,Steve Seskin & Collin Raye,Collin Raye,I Think About You,I Think About You,defendant,,128,
cbc93126-8703-4aba-8d5b-555175918ea5,Christopher Selletti,Christopher Maloney,Hero,Hero,complainer,,127,
86c0df9a-7562-4c8c-a424-8fc7d15b24df,Mariah Carey,Mariah Carey,Hero,Hero,defendant,,127,
ab4733ff-6c9b-4ef4-bead-01c652385ead,Everett Ellis,Everett,Lay Me Out By the Jukebox When I Die,Lay Down Your Arms,complainer,,126,
ec6923ae-e41c-428f-b7dd-9e335d614f66,Joe Diffie,Joe Diffie,Prop Me Up Beside the Jukebox (If I Die),Prop Me Up Beside the Jukebox (If I Die),defendant,,126,
2fa31a1e-5d87-47db-ba36-1ff7f3d16c36,"Kevin Griffin, et al.",Al Jewer,Coyote,Coyote,complainer,,125,
fed8651b-965b-4541-b18d-251997f709ce,,Wayra Nan,,Qapaq Nan,defendant,,125,
48a0ff4c-0b28-4348-83fc-1926abca129e,Robert Plant et al.,The Honeydrippers,Impeach the President,Impeach The President,complainer,,124,
563d8d39-7c62-48ea-8aeb-cc030efe842d,Joseph Simmonds et al.,"Tony Hancock, et al.",Back from Hell,1956-10-14: Back from Holiday,defendant,,124,
e1ad0e25-37b7-4bd6-b58e-cd8cc27904e4,Ray Repp,Corrina Repp,Till You,Did You Say You Were Grown?,complainer,,123,
71b76241-2f24-4d17-ba1e-cebed68230f9,Andrew Lloyd-Webber,Andrew Lloyd Webber,Phantom Song,Phantom of the Opera (Phantom),defendant,,123,
1f0c4dd4-ff05-4b1e-9914-5840dae356e3,Maree McRae,James House,"Every Minute, Every Hour, Every Day","Every Minute, Every Hour, Every Day",complainer,,122,
ffa5f275-83c1-420a-9dee-f69882858c27,Wayne Perry and Gerald Smith,The Wife and Kids,Every Second,Every Second,defendant,,122,
ee00fe5f-aeed-4bb6-a876-aceaf059ba59,James Damiano,Marek Bychawski,Miscellaneous lyrics and instrumental arrangement,Miscellaneous (instrumental intro),complainer,,121,
2828db75-bd49-4ed6-b6bd-d31a943a726f,Bob Dylan,Bob Dylan,Dignity,Dignity,defendant,,121,
389944c2-509f-48a6-b569-4940ceb9ca3b,Robert Smith and Reynard Jones,The Paragons & Sly & Robbie,Don't Let the Sunshine / Happy Go Lucky Girl,Happy Go Lucky Girl,complainer,,120,
c36a5c92-2def-4d05-b767-edeece1f835b,Michael Jackson,Michael Jackson,The Girl is Mine,The Girl Is Mine,defendant,,120,
1cc58d4f-92ca-41bf-9765-2a78b9f630f3,Rene Santrayll & Michael Walker,Walker & Royce,Uh Oh,Uh Oh,complainer,,119,
acefa5e8-9534-4c8a-a9bd-e2720b0ac51e,Stanley Kirk Burrell,Aurthohin,"Pepsi Ad featuring ""Hammer""",Pepsi Ad,defendant,,119,
e041d846-0c15-4bf6-8b2d-25f297533945,Eddie Palmieri,Eddie Palmieri,Paginas De Mujer,Páginas de mujer,complainer,,118,
47bb7897-ab26-448b-951e-e2081d3ab10e,Gloria Estefan,Gloria Estefan,Oye Mi Canto,Oye mi canto,defendant,,118,
392b52f3-3483-4f59-8e66-4a9ac7b0de3d,Harry Woods,Al Jolson,"When the Red, Red, Robin Comes Bob, Bob, Bobbin' Along","When the Red, Red Robin Comes Bob, Bob, Bobbin' Along",complainer,,117,
a571b3b9-ca78-48ed-addb-67994e479b7f,,Nan Elmoth,,Nan Elmoth,defendant,,117,
1b5d87a3-7ee8-4637-9f87-f96e9ea3b2b1,John Hooker and Bernard Besman,John Lee Hooker,Boogie Chillen,Boogie Chillen,complainer,,116,
200feb65-9271-466e-8c2a-e4502c863f22,"William Gibbons, et al.","La Mississippi, Billy Gibbons",La Grange,La Grange,defendant,,116,
a62acef2-e9b5-44f3-bf59-9f38957709d9,Crystal Cartier,Crystal Lewis,Dangerous,Dangerous Ground,complainer,,115,
92c3fa5d-75fe-462b-b430-e3d1152e020b,Michael Jackson,Michael Jackson,Dangerous,Dangerous,defendant,,115,
ef851591-4922-47a3-b50d-1c60feff842c,Morales and Robertson [Fat Boys],Fat Boys,Stick 'em,Stick 'em,complainer,,114,
9c80a5c8-f976-477a-96b4-191b7b8444aa,Miller Brewing Co.,GospelbeacH,TV ad for Miller Lite,Miller Lite (Live),defendant,,114,
ec53c9a3-b360-4d63-adc2-1574501b9b13,John Fogerty,John Fogerty,Run Through the Jungle,Run Through the Jungle,complainer,,113,
642dc21b-2b8d-4ff7-8fde-a9a4eda84c00,John Fogerty,John Fogerty,The Old Man Down the Road,Old Man Down the Road,defendant,,113,
7ab30427-20ee-47c7-ba05-e870f8f0fd2e,Williams Dees and Roy Orbison,Roy Orbison,"Oh, Pretty Woman",Oh Pretty Woman (Oh Pretty Woman),complainer,,112,
7ab30427-20ee-47c7-ba05-e870f8f0fd2e,Luther Campbell,Roy Orbison,"Oh, Pretty Woman",Oh Pretty Woman (Oh Pretty Woman),defendant,,112,
e6bca11e-722b-475c-a870-33052284e08b,James Drynan,Steve Jablonsky,Filion Family Welcome,Family Welcome,complainer,,111,
086177b1-95b1-4ac7-afcd-405bc0bce05a,Wayne Rostad,Wayne Rostad,Here We Are On the Road Again,Again,defendant,,111,
f3dc64bc-d9eb-4e7a-8096-1f24360a0d52,Les Inconnus,Les Inconnus,Auteuil Neuilly Passy,Auteuil Neuilly Passy (Rap BCBG),complainer,,110,
f9eaa8ee-3217-4c85-be6b-80b4e3c9da20,Maceo And All The King's Men,Maceo and All the King’s Men,Southwick,Southwick,defendant,,110,
18b71114-edb6-4b92-9910-499c0244808c,Michael Sylvestre and Dougals Richwine,Michael Glabicki,Heaven,Heaven,complainer,,109,
f6d1bc5a-b34b-4d5f-bdf1-a7a9443063b7,Jani Lane,Jani Lane,Heaven,Heaven,defendant,,109,
e5535508-cb5e-44d1-b528-f7600d44d678,"Duke Ellington, Billy Strayhorn, Johnny Mercer","Duke Ellington, Johnny Mercer, Billy Strayhorn",Satin Doll,Satin Doll,complainer,,108,
2c3915c0-6d3e-46b6-96ba-03b0098f781f,,Nan Elmoth,,Nan Elmoth,defendant,,108,
f01aafa4-a5da-4188-8656-062b6770cecc,Boyd Jarvis,Before the Storm feat. Boyd Jarvis,The Music's Got Me,I’ve Got the Music (club mix),complainer,,107,
301b1cfc-f72a-4667-821f-e114af07dd89,Robert Clivilles and David Cole,Clivillés & Cole,Get Dumb! (Free Your Body),Mind Your Business,defendant,,107,
d0ba9105-75bb-4274-9ed6-d8bfdcd7dd1f,Stavros Logarides,Stavros,City of Violets,World Church of the Creator,complainer,,106,
5e48c636-59a5-4e3c-9ca8-a5bb8ff0926d,Evangelos Papathanasiou,Music Factory,"Theme from ""Chariots of Fire""","Chariots of Fire Theme (From ""Chariots of Fire"")",defendant,,106,
ca2af359-f980-4639-ae40-b04445964199,Derrick D. Moore,Sam Moore,She Can't Stand It,I Can't Stand It,complainer,,105,
23391c57-1d7e-4477-af10-0f5f8f8281da,Antonio Reid and Kenny Edmonds,Bobby Brown,"On Our Own (from ""Ghostbusters II"")",On Our Own (from “Ghostbusters II” soundtrack),defendant,,105,
4577a91a-1701-42c5-84dc-48881cbc870c,Lloyd Chiate,Lloyd Charmers,Hello It's Me / I Just Called to Say,I Just Called to Say I Love You,complainer,,104,
be0a9455-4747-4037-bfc7-6a488d25866b,Stevland Morris,Stevie Wonder,I Just Called to Say I Love You,I Just Called to Say I Love You,defendant,,104,
35b7f807-f527-4376-8607-6b5b12106175,Malcolm’s Lock,Jami Hilton,Brown Girl,Dread Lock Girl,complainer,,103,
d4a14d14-5eb9-4fe2-b18a-eeb072dcda91,Boney M.,Boney M.,Brown Girl in the Ring,Brown Girl in the Ring,defendant,,103,
2bacff5d-6f2d-4808-8fa6-dfaf97230032,Tony McKay aka Exuma,Exuma,There´s a Brown Girl in the Ring,Brown Girl,complainer,,102,
d4a14d14-5eb9-4fe2-b18a-eeb072dcda91,Boney M.,Boney M.,Brown Girl in the Ring,Brown Girl in the Ring,defendant,,102,
3d9dae3c-460a-45c8-82a0-bfe580eade1d,Enigma,Enigma,Sadeness I,Sadeness,complainer,,101,
44577eb8-4b63-45ff-9800-6841c3a181de,Phlegma,Phlegma,Madness I,Évolution,defendant,,101,
ddb47a59-9ed7-473a-abf2-4e37f76d5da0,Gerard McDonald,Sunnyside,"Proposed Theme Music for ""Sally Jesse Raphael Show""",Sally Jesse Raphael,complainer,,100,
ddb47a59-9ed7-473a-abf2-4e37f76d5da0,Dan Radlauer,Sunnyside,"Theme Music for ""Sally Jesse Raphael Show""",Sally Jesse Raphael,defendant,,100,
8391bf54-c4d4-4c1a-846f-aaa7ece81c99,Enrique Chia,Enrique Chía,Es,Es,complainer,,99,
3d62face-780d-4453-9a05-d03e3753d8dd,"Mario Balducci, Julio Iglesias",Julio Iglesias,Hey,Hey! (Hey!),defendant,,99,
507906cb-55da-4d02-bc34-5074c699725c,"Raymond ""Gilbert"" O'Sullivan",Chris Reed and The Anime Raiders,Alone Again (Naturally),"Alone Again, Naturally (Gilbert O'Sullivan)",complainer,,98,
6da9e959-8c14-479c-a790-5055aa9b43fd,Biz Markie,Biz Markie,Alone Again,Alone Again,defendant,,98,
c7ea03c5-d404-4eda-8e71-3844991fac1a,Rene Grignon,René Bartoli,Chanson Numero 7,Chanson,complainer,,97,
0e26ab94-ea02-4179-8817-8f9571dc174b,Jean-Alain Roussel,Martine St-Clair,Tous Les Juke-box,Tous les Juke-box,defendant,,97,
6a84799f-1b51-4403-973c-ac4b95eaeb13,Damon Black,Jukio Kallio,The Jukebox,Jukebox: Black Metal,complainer,,96,
058e0925-1692-4173-a908-d06c8170c9f4,Vern Gosdin,Vern Gosdin,Set 'Em Up Joe,Set 'Em Up Joe,defendant,,96,
d6ecf87f-8d0b-4ff9-8bde-4e25d6689493,Paul DiFranco and Norman Dolph,Reunion,Life is a Rock (But the Radio Rolled Me,Life Is a Rock (But the Radio Rolled Me),complainer,,95,
92a908d8-4dbb-4214-a167-1b4b026ba479,McDonalds Corp.,Red,Menu Song,Putrefying Corp Song,defendant,,95,
8ecb24cf-aacf-4494-ae56-864e8286c567,William Dawson (Arr.),William Levi Dawson,Ezekiel Saw De Wheel,Ezekiel saw de wheel,complainer,,94,
ee2b5f23-ab5d-4396-9a2f-38a3e3689393,Gilbert Martin (Arr.),The Delta Rhythm Boys,Ezekiel Saw De Wheel,Ezekiel Saw De Wheel,defendant,,94,
69b99307-141f-42ea-a239-59bad1b59e84,Queen & David Bowie,Queen & David Bowie,Under Pressure,Under Pressure,complainer,,93,
bd5e85df-32b2-4fd0-879d-21fd994a2e7a,Vanilla Ice,Vanilla Ice,Ice Ice Baby,Ice Ice Baby,defendant,,93,
72b9a518-2480-4258-bd07-2d4ffc3dbf4a,Collette Roberts,Collette,Ring My Bell (CBS Version),Ring My Bell,complainer,,92,
fefe7da9-2458-43b3-87a7-94dc24f5a6d7,Guy Cross,Cross Record,Ring My Bell (Trackdown Version),Ring Bell,defendant,,92,
893e5579-abbd-4c15-816f-9e197fee5e4b,Katy Kassay,Die Ärzte,…wie ein Kind,Wie ein Kind,complainer,,91,
78c10d26-8969-4389-a9e8-b473fd1eaa15,"Earth, Wind & Fire","Earth, Wind & Fire",Fantasy,"Earth, Wind & Fire",defendant,,91,
e011cb4f-70f7-44ce-8e40-057f795c574f,Julio Iglesias,Julio Iglesias,Alle Liebe dieser Erde; Un canto a galicia,Alle Liebe dieser Erde,complainer,,90,
7ac94e7c-ce1e-463c-8a30-bc6be012371f,Nicole,Nicole,Ein bisschen Frieden,Ein bisschen Frieden,defendant,,90,
ef79290f-92cc-4daf-8714-e33f9c8e08ad,Louis Gaste,Louis Gasté,Pour Toi,Laisse moi,complainer,,89,
6cd5d284-08cd-4c33-ad87-e903f739b90a,Morris Kaiserman,Morris Albert,Feelings,Feelings,defendant,,89,
b5ab245b-c948-489b-817c-ab7d0a369b35,Rogers & Hammerstein,Rodgers & Hammerstein,"""There is Nothing Like a Dame""",There Is Nothin’ Like a Dame,complainer,,88,
85e70ae4-9b8a-4ed2-a108-57264c369011,Denis King,King Tee,Advertisement for Rapid Coach Service,Advertisement,defendant,,88,
96088799-558e-4bb4-af94-4a7db5237dce,Tom Waits,Tom Waits,Martha,Martha,complainer,,87,
2825e707-8892-416c-a527-9ef44335529a,David Dundas,David Dundas,Advertisement for Kenco Coffee,Logo Reveal (a),defendant,,87,
21fb1452-8a73-47b3-a049-5b6bd4598199,Cyril Verge,Cyril Neville,It's a Brand New World,Brand New Blues,complainer,,86,
261a83d5-a408-45a2-80ee-d0381bb748ae,Steven Benderoth,Eino & DJ Kapelimestari,Hockey Night Theme,Hockey Night,defendant,,86,
14dd9a15-59e2-411c-843f-c9dfe5f3ae55,Laura Siskind,Laura Voutilainen,Take a Chance on Love,Take a Chance,complainer,,85,
a26dd44c-c201-4369-95a9-4cf487d6316a,Olivia Newton-John,Olivia Newton‐John,Take a Chance,Take A Chance (Remastered 2021),defendant,,85,
8d739155-c581-4ae2-9243-8e668a4d0f2a,Leslie Baxter,Les Baxter,Joy,"Joy, Joy, Joy",complainer,,84,
16ad6804-7ddb-41c6-9de7-e6389930ceb8,John Williams,John Mauceri & Hollywood Bowl Orchestra,Theme from 'E.T.',"John Williams: Flying Theme (From ""E.T. the Extra-Terrestrial"")",defendant,,84,
05007cac-ab74-4df0-9ad9-ca9381f6a449,Marvin Fisher and Jack Segal,Jack Webb,When Sunny Gets Blue,When Sunny Gets Blue,complainer,,83,
c33de1b7-3877-4a77-9086-7d12f7544aef,Rick Dees,"Rick Dees, Danny Gans",When Sonny Sniffs Glue,When Sonny Sniffs Glue,defendant,,83,
c16574db-8b2e-468f-ae12-7151a0c628cf,John Benson,George Benson,Don't Cha Know,Don’t Know Why,complainer,,82,
0dd63ab7-79ca-46d5-bcf2-287b80f28610,Coca-Cola Company,[soundtrack],I'd Like to Buy the World a Coke,I’d Like to Buy the World a Coke,defendant,,82,
2924144e-f443-4a9a-9560-058204529f0c,Steve Karmen,[no artist],Budweiser Beer Commercial (1970s),Budweiser Commercial,complainer,,81,
c2564127-4342-430d-b170-36905a177aa9,Gavin Spencer,[no artist],Budweiser Beer Commercial (1985),Budweiser Commercial,defendant,,81,
09062bc6-f1c9-4920-b09c-91b7abfa3bfc,William Dixon,Willie Dixon,I Need Love,You Need Love,complainer,,80,
9d9c8206-8b4c-45fc-8f12-ffc1940b2b7f,Led Zeppelin,Led Zeppelin,Whole Lotta Love,Whole Lotta Love,defendant,,80,
342f7677-2afe-4840-b1d3-d583e5df824a,David Lawson,Steve Lawson,Channel 4 Jingle,Channel Surfing,complainer,,79,
91496f27-9402-4476-bfa3-ee83068b35c6,David Dundas,David Dundas,Channel 4 Jingle,Jeans On,defendant,,79,
0b6dd212-0617-4281-8e8d-f07cefd8850f,Isaac Hayes,Isaac Hayes,The Theme From Shaft,Theme From Shaft,complainer,,78,
efa104ed-c422-485d-867f-87f87f2e38a9,Benton and Bowles,Canned Heat,TV Ad for Schlitz Beer,Schlitz Beer,defendant,,78,
916085d7-ae93-407c-a2ad-924e16d7c390,Howard Leslie Pendleton,Pendleton,Just a Blue Box,A Commitment and a Vow,complainer,,77,
8754c48b-0a2d-4555-be1e-3ab13b8c202f,Elizabeth Jane Anderson,Elizabeth Morris,Mama’s Shoe Box,Shoe Box,defendant,,77,
2fbb8a2f-4b9b-4a05-8fb9-7f7430ae6ea5,Ronald Selle,Ronald Ruck,Let It End,End,complainer,,76,
3152a45d-f222-4fe1-98ba-c57fd718375a,Barry Gibb et al.,Barry Gibb,Barry Gibb et al.,How Can You Mend a Broken Heart (Barry Gibb version),defendant,,76,
930e432f-d26e-4981-968e-2ed1f3e5f8fa,Ivan Gondos,Ivan Ilić,Variations,"L'Art de varier ou 57 Variations pour le piano, op. 57: Variations 22-26",complainer,,75,
5b75bb48-f230-4610-88be-53d8d9f808b7,"Hagood Hardy, Rudy and Jerry Toth",Hagood Hardy,"The Homecoming, Moment of Love",The Homecoming,defendant,,75,
d6dee96d-8d52-4945-932e-7921985fa088,Philip J. Lipari,J-REXXX,Kept on Singing,SINGING SINGING,complainer,,74,
3bb0afe6-174b-41f5-9a75-c32eb9a751e0,Danny Janssen and Bobby Hart,Bettman & Halpin,Keep on Singing,Keep on Singing,defendant,,74,
5ba36862-9747-4015-9070-7b3202a3e5e2,Pantelis Ghinnis,K. Konitopoulos & Chorus,Dirlada,Dirlada (Dirlada),complainer,,73,
210254ae-fc86-442b-ab44-e1631369e116,Juan Bastos,Juan Bastos,Loop Di Love,Loop Di Love,defendant,,73,
9625124d-f30f-4218-bafb-38b77dcd5091,Steve Karman,Steve Lippia,I Love New York (advertising jingle),"New York, New York",complainer,,72,
6b85293c-0811-4c1f-8a22-561a9a1e7533,National Broadcasting Company,Public Service Broadcasting,National Broadcasting Company,Broadcasting House,defendant,,72,
3e862f11-9d2d-4142-a96a-4a5544d17b8b,Harry Warren,Harry Warren,The Boulevard of Broken Dreams,Boulevard of Broken Dreams,complainer,,71,
d7ed4ef4-6363-4e65-aaf9-26b86bc72b90,Doumei Suzuki,Brenda Lee,One Rainy Night in Tokyo,One Rainy Night in Tokyo,defendant,,71,
1bf9281d-28d9-4233-9099-b4b270d87c48,Anonymous,Li'l Wally,Holiday Polka,Polka Holiday,complainer,,70,
1bf9281d-28d9-4233-9099-b4b270d87c48,Anonymous,Li'l Wally,Holiday Polka,Polka Holiday,defendant,,70,
6cc5a932-c033-4435-8585-9cce36738c1d,Stephen Schwartz,[unknown],Day by Day,Godspell (Stephen Schwartz) Day by day Robin Lamont & Company,complainer,,69,
c8da4e19-7b1d-47ab-822e-4f03aee6438e,Ray Ellis,Jazz at Lincoln Center Orchestra with Wynton Marsalis,"Theme for N.B.C.'s ""Today Show""",C. B.'s Theme,defendant,,69,
bdcaf4c5-caac-4144-be79-c8eac20bd263,Wilma Ferguson,Eddie Cochran,Jeannie Michele,"Jeannie, Jeannie, Jeannie",complainer,,68,
730c647f-6a43-4498-a1ad-f86734fdd41d,John Williams,John Williams,"Theme from ""A Time to Love""","Love Theme From ""Heidi""",defendant,,68,
010e1c93-7101-4037-a966-507d5104f690,Don Raye and Hughie Prince,Hughie Prince & Don Raye,Boogie Woogie Bugle Boy,Boogie Woogie Bugle Boy,complainer,,67,
c1b3fd83-f4b3-4b54-93f6-1a5a3cb1b454,Earl Wilson and Billy Cunningham,"Earl Wilson, Jr.",The Cunnilingus Champion of Co. C,The Cunnilingus Champion of Company C,defendant,,67,
a778bb8b-5523-4d79-bb1a-f890a5372ed3,Leon Pober,Leon Pober,Tiny Bubbles,Tiny Bubbles,complainer,,66,
f40bc05c-2898-4c5e-93fc-03a467f21c47,Ernest Gold,Ernest Gold,Hiding the Wine,Hiding the Wine,defendant,,66,
da95adb3-3099-4218-a57f-821cd625cdb0,Ronald Mack,Lonnie Mack,He's So Fine,You're So Fine,complainer,,65,
a14e1c73-d0a8-41b5-9726-bad6b7f777ba,George Harrison,Claudio Nuñez,My Sweet Lord,My Sweet Lord (Harrison),defendant,,65,
65dd297d-54dd-4aef-a84f-5240049aaea7,Armando Sciascia,Armando Sciascia,Sogno Nostalgico,Tiger,complainer,,64,
e5494859-e5a2-4ae2-8e84-784816c5b059,Jack Trombey,Jack Trombey,Girl in the Dark,Dark Forest,defendant,,64,
72ea10c2-67ee-4bb7-8be7-4d1ac30e239c,Ruth Stratchborneo,Les Sexareenos,MOJO Workout,Mojo Workout,complainer,,63,
edac13c8-92b4-4528-b0b2-e0389fcba497,McKinley Morganfield,Stampeders,Got My Mojo Working,Got My Mojo Working (Mojo),defendant,,63,
09c25541-4f29-4745-a467-212d6ed6a1de,Wilhelm Kienzl,Wilhelm Kienzl (piano),O schöne Jugendtage,"Der Evangelimann: „Selig sind, die Verfolgung leiden”",complainer,,62,
f296f33c-5d06-44ff-ba03-14c44227551f,Gerhard Wendland,Gerhard Wendland,Tanze mit mir in den Morgen (Mitternachtstango),Tanze mit mir in den Morgen (Mitternachtstango),defendant,,62,
5092b34a-6a5f-4c0c-b26c-307661cb47bb,Gus Kahn et al.,Al Jolson,"Toot, Toot, Tootsie","Toot, Toot, Tootsie",complainer,,61,
356aaa88-93cf-4996-9d88-28b5181e4714,Gene Sayet & Sidney Feldman,Al Jolson & Eddie Cantor,"Toot, Toot, Tootsie","Toot, Toot, Tootsie",defendant,,61,
2542bfd5-095e-4211-b560-601631969620,GEMA / Franz Josef Breuer,Heino,Schwarzbraun ist die Haselnuss,Schwarzbraun ist die Haselnuss,complainer,,60,
fed8651b-965b-4541-b18d-251997f709ce,,Wayra Nan,,Qapaq Nan,defendant,,60,
55bd5d1b-fdca-4773-8139-4732de50b1f2,"Lorenzo Pack, Harper Evans",Faith Evans,I'm Afraid,Don't Be Afraid,complainer,,59,
ca8de7c5-3c08-4127-88f0-fe23eba28eb7,"Eddie Holland, Brian Holland, Lamont Dozier",Holland-Dozier-Holland.,Baby Love,Send You Can't Hurry Love to Cell Phone,defendant,,59,
a2911b7b-bee2-409c-8358-11af480b8c0c,Frank Nordstrom,Open Mind,Mizpah or Shalom,Mizpah,complainer,,58,
0b2b7bfd-ff0c-403b-9582-2f322bbc5527,Jerry Herman,Jerry Herman,Shalom,Shalom,defendant,,58,
3d46cc7d-d0e2-477f-8762-d62ed23cba81,Patricia Smith and Don Fenton,Patricia Smith,SUPERCALAFAJALISTICK ESPEEALADOJUS,[untitled],complainer,,57,
80a2a573-a6f2-4f68-ab26-fda3099d9d2d,Robert Sherman,Richard M. Sherman,SUPERCALIFRAGILISTIC EXPIALIDOCIOUS,Supercalifragilistic,defendant,,57,
