case_id,song1_artist,song1_title,song1_evidence,song2_artist,song2_title,song2_evidence,pair_evidence,is_melodic_comparison,melodic_evidence,was_case_won,case_won_evidence
223,Daniel Marino,,complaint lodged against numerous deep-pocketed defendants,Usher,Bad Girl,their hit 'Bad Girl',didn’t properly credit the plaintiff on their hit 'Bad Girl',False,,False,"Judge Diamond also dismissed most of the claims, and awarded defendants over $1 million in attorney fees."
224,Tom Petty,I Won't Back Down,complaining_work: I Won't Back Down,Sam Smith,Stay With Me,defending_work: Stay With Me,,True,"Court did not mention whether melodic similarity was discussed, many articles discussing similarity with melodys",True,Sam Smith's representatives acknowledged the likeness and agreed to add Petty and Lynne as co-writers.
225,Richard Friedman,To Our Fallen,the plaintiff does not even own the copyright to the work in question;,Hans Zimmer,Music score for “12 Years a Slave”,defendant violated the plaintiff’s moral rights,The only melodic commonality between the works is use of an initial interval of a rising minor third.,True,The only melodic commonality between the works is use of an initial interval of a rising minor third.,False,the plaintiff does not even own the copyright to the work in question; apparently he assigned it to a music publisher.
226,Dark Sanctuary,Les Memoires Blessées,The Defendants claimed that the portion of the Plaintiffs’ work that they sampled did not contain sufficient musical expression.,Bushido,Janine,Defending work: Janine,Not only did they sample and loop portions of the Plaintiffs’ recording without authorization.,True,"Defendants claimed that their melody deviated from the Plaintiffs’, but they sound virtually identical to the undiscriminating ear.",True,"Ultimately finds the Defendants liable, and allocates damages among them."
227,Jefferson/Jean-François Johnson,Forever,The composer of the song “Forever” sued the singer.,Jean-Jacques Goldman,Aicha,for the “Aicha” song.,"The composer of the song “Forever” sued the singer and composer, Mr. Goldman, for the “Aicha” song.",True,the 4 consecutive musical notes present in the two songs were not original.,False,the judges of the Cour d’Appel had considered that the element copied in this case was not original.
228,Jose Guzman,Triste Adventura / Cartas de Amor,"Complaining work: Triste Adventura, alternatively known as Cartas de Amor",Hacienda Records,Cartas de Amor,Defending work: Cartas de Amor,"Complaining work: Triste Adventura, alternatively known as Cartas de Amor. Defending work: Cartas de Amor",False,,False,
229,Enrico Riccardi and Luigi Albertelli,Zingara,complaining_work: Zingara,Francesco De Gregori,"Prendi questa mano, zingara","defending_work: Prendi questa mano, zingara",,False,,False,
230,Baligh Hamdi,"Khosara, Khosara","complaining_work: Khosara, Khosara",Jay Z,Big Pimpin',defending_work: Big Pimpin',,False,,False,
232,Salsoul,Love Break,Salsoul’s song “Love Break.”,Madonna,Vogue,Madonna and her producer for an allegedly unlicensed sample of a horn hit from Salsoul’s song “Love Break.”,"Plaintiff VMG Salsoul, LLC, alleges that the producer of Vogue, Shep Pettibone, copied a 0.23-second segment of horns from an earlier song, known as Love Break.",False,,False,The 9th Circuit affirmed the district court’s grant of summary judgment to the defendants.
234,African-American Spiritual,We Shall Overcome,complaining_work: We Shall Overcome,,,,Court case between We Shall Overcome Foundation and Richmond Foundation & Ludlow Music.,False,,False,No detailed information regarding case outcome provided.
235,Alisa Apps,Need to Know,"the defendant “copied the words, music, and melody of certain portions of Ms. Apps’ song”",John Newman,Love Me Again,"defendant’s work, like the plaintiff’s, includes a repeated commonplace verbal phrase — in this case “I Need to Know”",From a quick comparison of the audio recordings of the two songs it is apparent that the only commonality between the songs is the phrase “I Need to Know”,False,the complaint provides no evidence whatever to support this claim,False,"On March 14, 2019, the 9th Circuit affirmed the District Court’s grant of summary judgment to the Defendants."
236,Timothy Arnett,Remember Me,The only commonalities between the works in the instant case are the word 'remember'...,Alan Jackson,Remember When,The only commonalities between the works in the instant case are the word 'remember'...,The only commonalities between the works in the instant case are the word 'remember' (used in entirely different contexts).,False,The only commonalities between the works in the instant case are the word 'remember' (used in entirely different contexts).,False,In August 2017 District Court Judge James Dever granted defendants’ motion to dismiss the complaint mainly based upon the plaintiff’s...evidence of access.
237,Joseph Bereal,Came to Do,complaint also notes that both songs have similar tempos,Omarion,Post to Be,defendantâs song was recorded in the extraordinary key of âD-flat minorâ,complaintâs enumeration of similarities is wide of the mark in that it is nothing more than a list of alleged sonic commonalities,True,allegations of infringement are limited to purported musical similarities,False,dispute nicely illustrates how difficult it is to establish a colorable claim for music copyright infringement.
238,"Eric Smith, et al.",No Rain,the defendant doesn’t deny she copied from the plaintiffs’ song,Amanda Jiroux,Insane,it appears the defendant was simply capitalizing upon the well-known expression of another,"defendant doesn’t deny she copied from the plaintiffs’ song, but claims that the plaintiffs licensed her use",True,defendant’s use of the music of the opening of the plaintiffs’ song,True,the parties settled this dispute in February 2017
239,Gabor Presser & Anna Adamis,Gyongyhaju Lany,earlier attempted to reach agreement regarding compensation to the plaintiff for his use of his song,Kanye West,New Slaves,earlier attempted to reach agreement regarding compensation to the plaintiff for his use of his song,The defendant doesnât deny that he used a substantial portion of the plaintiffsâ song in his own number,False,,False,"The case was dismissed in March 2017, with each party bearing its own costs and attorneysâ fees."
240,Bill Withers,Don't You Want to Stay,"the defendants copied all the musical content, and associated sound recording, of the plaintiffsâ song",Kendrick Lamar,I Do This,used it as musical background for original words of defendantsâ rap number âI Do Thisâ.,"the defendants copied all the musical content, and associated sound recording, of the plaintiffsâ song and used it as musical background for original words of defendantsâ rap number âI Do Thisâ.",True,"the defendants copied all the musical content, and associated sound recording, of the plaintiffsâ song",False,"Not surprisingly, the parties settled this dispute about six months after the plaintiff filed his complaint."
241,Club Nouveau,Why You Treat Me So Bad,plaintiffs allege that the defendants infringed on their song “Why You Treat Me”,Fifth Harmony,Worth It,The defendants’ number sampled not the recording of the plaintiffs’ song,Any rhythmic commonalities that may exist between the two songs involve unprotectable commonplace rhythmic ideas.,False,,False,there appears to be no basis for their infringement claim.
242,X Ambassadors & Jamie N Commons,Jungle,"âJungle,â performed by Jamie N Commons and X Ambassadors, has been a successful musical work for advertising and licensing purposes.",Porsche advertisement,Cayman 718 Advertisement,Advertisement for Porscheâs Cayman 718 automobile,Songs claims that the music created as part of the Cayman advertising campaign infringed on Songsâ copyrighted musical work âJungle.â,True,"there are similarities in rhythm, orchestration, vocals, and melody.",False,"It remains to be seen, but perhaps Porsche should be concerned."
243,Collage,Young Girls,the band Collage over its work 'Young Girls',Bruno Mars,Uptown Funk,the huge hit single 'Uptown Funk',"filed suit against the six original writers... 'Uptown Funk,' alleging that 'Uptown Funk' infringed the copyright of Collage’s 1983 work 'Young Girls.'",True,the compositions almost indistinguishable if played over each other and strikingly similar if played in [sic] consecutively.,False,"a little risky for others to continue to propagate the Minneapolis electro-funk soul sound, especially as plaintiffs seem to suggest... For the good of the art, one hopes for a better result."
244,Bo Carter,"Corrine, Corrina","plaintiff’s claim of copyright ownership of a blues chestnut variously titled “Corrine, Corrina,",Eric Clapton,"Alberta, Alberta","Eric Clapton have benefitted from their performances of the song,",Both disputes turn on the legitimacy of the plaintiff’s claim of copyright ownership,True,"Recorded his performance of the song in 1926, and there were publications of sheet music",False,District Court’s Order to Dismiss: PDF
245,Sleigh Bells,Infinity Guitars,Sleigh Bells tweeted that Demi Lovato sampled their songs 'Infinity Guitars'...,Demi Lovato,Stars,...Demi Lovato sampled their songs...on her song 'Stars'...,Plaintiffs filed the present lawsuit against Demi Lovato...for infringing 'Infinity Guitars.',True,Plaintiffs’ complaint asserts Defendants copied a “combination of hand claps and bass drum...,False,Order of Dismissal: PDF
246,Alex Greggs,Takes All Night,Greggs' complaint makes a great show of marshaling purported musical similarities between his and Ariana Grande's songs.,Ariana Grande,One Last Time,"between his and Ariana Grande's songs, but the most apparent commonality",The complaint alleges that the 'hooks' of the choruses of the songs have a similar melodic contour.,True,this allegation is true: both share a melodic arc of a handful of pitches occupying a measure or two.,False,"the district court ordered dismissing the case at the parties' stipulation, stopping this meritless charge from moving forward."
247,Martin Harrington & Thomas Leonard,Amazing,The complaint suggests that the defendants should have obtained a license from plaintiffs for 'using' their chorus.,Ed Sheeran,Photograph,The melodies sound similar simply because they have a similar rhythmic scansion.,"The complaint does, however, present a helpful alignment of the melodies of the choruses of the disputed works.",True,The complaint reveals that neither chorus melody has much protectable original musical expression to begin with.,True,In early April 2017 the press reported that 'an undisclosed settlement had been reached between the parties.'
248,Darlene Love,Christmas (Baby Please Come Home),"Scripps legitimately acquired permission to use the 'Christmas' song, and Darlene Love's recorded performance of it.",,,There are many recordings of 'Christmas'.,This solicitude is regrettable. In his excellent discussion of the legitimacy...,False,,True,"As of August 30, 2016 Darlene Love had abandoned this claim, presumably after extracting a financial settlement from Scripps."
249,Casey Dienel,Ring the Bell,"In scientific pitch notation, the four notes of the sampled female vocal riff of both 'Ring the Bell' and the infringing 'Sorry' are Bb, C, Eb, F.",Justin Bieber,Sorry,infringing 'Sorry',"The complaint...contains a good deal of gnomic or irrelevant assertions to establish musical similarities... 'the notes of the [plaintiff’s] vocal riff of both “Ring the Bell” and the infringing “Sorry” are Bb, C, Eb, F.'",True,"the four notes of the sampled female vocal riff of both 'Ring the Bell' and the infringing 'Sorry' are Bb, C, Eb, F.",False,Perhaps she is fishing for an admission by the defendants that they did lift a fragment of her sound recording.
250,Cirque du Soleil,Steel Dream,complaining_work: Steel Dream,Justin Timberlake,Don't Hold the Wall,defending_work: Don't Hold the Wall,,False,,False,
251,Perry Kibble,A New Day is Here at Last,Plaintiff's work 'A New Day' obtained a copyright registration as an unpublished work.,Justin Timberlake,Damn Girl,"involving Justin Timberlakeâs hit âDamn girlâ, which allegedly contained an unauthorized sample",claims that Justin Timberlakeâs song copies âa substantial part of the drum...from the plaintiffâs song.,True,"the copied portions including the introduction, rhythm, harmony, melody, and âhookâ â¦  are copyrightable elements",False,This procedural ruling only holds that the suit was filed in a timely manner and cannot be dismissed.
252,Laurent Feriol,Les Chansons d’artiste,Calogero has copied the song « Les Chansons d’artiste » by Laurent Feriol.,Calogero,Si seulement je pouvais lui manquait,Calogero was accused of copyright infringement with his song « Si seulement je pouvais lui manquait ».,"The expert considered that the two songs shared melodic, rhythmic, and harmonic similarities.",True,The two songs had 63% musical notes in common.,True,Judges held that the exception could not be applied because the song « Les chansons d’artistes » was performed several times in public.
253,Willie Dean Parker & Homer Banks,Ain't That a Lot of Loving,This infringement claim is based on the plaintiffs' allegation that the defendants copied a 'riff' or 'distinct note pattern' from the complaining song.,Steve Winwood,Gimme Some Lovin',defendantsâ song on that of the plaintiffsâ.,The complaint does not identify the riff or 'note pattern' in question.,True,The complaint does not identify the riff or 'note pattern' in question.,False,"It agreed that the district court had no jurisdiction over the plaintiff, and noted that it was only on appeal that the plaintiffs argued 'striking similarity.'"
254,Rick Ross,Hustlin,Plaintiffs alleged infringed upon “Everyday I’m hustling” - an expression used in the chorus of the Plaintiffs’ song.,LMFAO,Party Rock Anthem,"This dispute, which began in 2013, concerned the Defendants use of the expression “Everyday I’m shuffling” in their song “Party Rock”.",Plaintiffs alleged infringed upon “Everyday I’m hustling” - an expression used in the chorus of the Plaintiffs’ song.,False,,False,"In January 2016, a Florida Federal Judge found the Plaintiffs’ registration deficient and their copyright invalid, and dismissed the suit."
255,Leroy Mitchell,Star in the Ghetto,,Dr. Dre,If It Ain't Ruff,,,False,,False,
256,Abdul Muhammad,Bridge Through Time,Plaintiff owned a copyright in the complaining musical work.,Chance the Rapper,Windows,Defendants admit that Chanceller [sic] Bennett used a portion of a song entitled 'Bridge Through Time' in his song 'Windows.',Defendant’s Answer stated: 'Defendants admit that Chanceller [sic] Bennett used a portion of a song entitled 'Bridge Through Time' in his song 'Windows.',True,The defendant’s song contains a repeating brief tinkly background motive that is also heard in the plaintiff’s song.,False,The Complaint makes sweeping claims of infringement ('substantial majority portion') but provides not a word of evidence as to the purported musical similarities.
257,Roger Troutman,More Bounce to the Ounce,"Mark Ronson to Roger Trautman, the author of the complaining work.",Mark Ronson,Uptown Funk,defending songwriter also copied from other parties unrelated to this claim.,The alleged musical commonalities can be reduced to a short melodic motive played over a brief commonplace rhythm track.,True,The alleged musical commonalities can be reduced to a short melodic motive played over a brief commonplace rhythm track.,False,"TMZ reports that the parties settled this dispute in 2018, but that 'it's unclear if money changed hands.'"
258,"Jon Dunmore, Mike Molina",[I’d do] Anything for You,The complaint’s musical basis for the claim is embarrassingly flimsy: “shared motif and chord progression.”,Meatloaf,I’d do Anything for Love,who may have benefited from performances by “Meatloaf” of a 90’s hit with the spectacularly banal title “I’d Do Anything for Love.”,The complaint’s musical basis for the claim is embarrassingly flimsy: “shared motif and chord progression.”,True,The complaint’s musical basis for the claim is embarrassingly flimsy: “shared motif and chord progression.”,False,"The complaint is much clearer on the motivation for the allegation, devoting several pages to a detailed account of the financial success of the defendant’s song, from which the plaintiff would like to benefit."
259,3LW,Playas Gon' Play,"use of the lyrics 'Playas, they gonna play / And haters they gonna hate' in their otherwise forgettable work 'Playas Gon’ Play.'",Taylor Swift,Shake It Off,"Taylor Swift, her co-songwriters, publishing companies, and record label...Swift’s massive hit Shake It Off.",Plaintiffs claim infringement primarily through defendants’ use of the phrases 'playas gonna play' and 'haters gonna hate.',False,"The lyrics address very different subjects...different melodies, and belong to different musical genres.",True,"On December 12, 2022 the U.S. District Court dismissed this action pursuant to the parties having agreed to a stipulation to discontinue prosecuting this dispute."
260,Messy Mya,Booking the Hoes from New Wildings,"the plaintiffs' works 'are creative and published,'",Beyoncé,Formation,her song that invokes the aftermath in New Orleans of Hurricane Katrina.,"Beyonce Carter’s using the expressions found in some of Barre’s YouTube postings: 'Bitch I’m back', 'Oh baby I like that', and 'What happened at the New Orleans?'",False,,False,Hon. Jolivette Brown signed an order dismissing this case with prejudice.
260,Messy Mya,A 27 Piece Huh?,"the plaintiffs' works 'are creative and published,'",Beyoncé,Formation,her song that invokes the aftermath in New Orleans of Hurricane Katrina.,"Beyonce Carter’s using the expressions found in some of Barre’s YouTube postings: 'Bitch I’m back', 'Oh baby I like that', and 'What happened at the New Orleans?'",False,,False,Hon. Jolivette Brown signed an order dismissing this case with prejudice.
262,Joel Bosh,Yo Soy Boricua,plaintiff [Bosh]’s hit “Yo Soy Boricua”,,Advertisement for Spanish language Sesame Street,defendant’s Sesame Street advertisement infringes upon...,the phrase “Yo Soy Boricua” [“I’m Puerto Rican”] chanted...in the plaintiff’s recording...and spoken...in...defendant’s ad,False,there are no musical similarities whatever between the pop number and TV advertisement.,False,The case was dismissed some months after it was initiated.
263,Kishore Kumar & Asha Bhosle,Kehdoon Tumhe,complaining_work: Kehdoon Tumhe,Jubin Nautiyal & Neeti Mohan,Socha Hai (Kehdoon Tumhe Remix),defending_work: Socha Hai (Kehdoon Tumhe Remix),,False,,False,
264,The Sequence,Funk You Up,complaining_work: Funk You Up,Bruno Mars & Mark Ronson,Uptown Funk,defending_work: Uptown Funk,,False,,False,
265,Paul Rose,Nae Slappin',the plaintiff’s clumsy and borderline fatuous claims of similarity between the songs at issue,U2,The Fly,based on nothing more than both parties use of ideas and sounds,the only noticeable musical similarity between the works is a three-note descending motif,True,a three-note descending motif that is used as a springboard for some dissimilar solo guitar noodlings,False,handily dismantles the plaintiff’s clumsy and borderline fatuous claims of similarity
266,Abiodun Oyewole,When the Revolution Comes,According to the complaint (below) the plaintiff has exclusive rights to this locution because he used it repeatedly in his song 'When the Revolution Comes.',Rita Ora,How We Do (Party),"defendant’s number, like the plaintiff’s repeats the phrase in a sing-song mocking style,",The dispute devolves to the question whether the brief and inelegant phrase 'party and bullshit' is copyrightable expression,False,,False,"even if such a brief verbal snippet were deemed copyrightable, any protectable interest of the plaintiff associated with the phrase depends upon the originality of the context in which he uses it."
266,Abiodun Oyewole,When the Revolution Comes,According to the complaint (below) the plaintiff has exclusive rights to this locution because he used it repeatedly in his song 'When the Revolution Comes.',Christopher Wallace,Party and Bullshit,"defendant’s number, like the plaintiff’s repeats the phrase in a sing-song mocking style,",The dispute devolves to the question whether the brief and inelegant phrase 'party and bullshit' is copyrightable expression,False,,False,"even if such a brief verbal snippet were deemed copyrightable, any protectable interest of the plaintiff associated with the phrase depends upon the originality of the context in which he uses it."
266,Abiodun Oyewole,When the Revolution Comes,According to the complaint (below) the plaintiff has exclusive rights to this locution because he used it repeatedly in his song 'When the Revolution Comes.',Marshall Mathers & Trevor Smith,Calm Down,"defendant’s number, like the plaintiff’s repeats the phrase in a sing-song mocking style,",The dispute devolves to the question whether the brief and inelegant phrase 'party and bullshit' is copyrightable expression,False,,False,"even if such a brief verbal snippet were deemed copyrightable, any protectable interest of the plaintiff associated with the phrase depends upon the originality of the context in which he uses it."
267,"John Wilson, Charles Still, Terrance Stubbs",Sho' Nuff,Timberlake sampled the copyrighted recording by the Plaintiffs.,Justin Timberlake,Suit & Tie,Timberlakeâs use of it.,Timberlake sampled the copyrighted recording by the Plaintiffs.,False,,True,In December 2018 the parties agreed to the terms of a confidential settlement.
268,Luis Cortes-Ramos,World Cup Song Contest Entry,Plaintiff submitted a song to the World Cup song contest,Ricky Martin,Vida,The song that Ricky Martin sang is 'Vida',having become one of twenty finalists in the competition to write a song Martin would sing at the World Cup,False,,False,"deep disappointment at not winning, which fed his belief that Martin must have taken advantage"
269,Baligh Hamdi,"Khosara, Khosara","plaintiff, Osama Fahmy, is the nephew of the author of the Arabic song at issue.",Jay Z,Big Pimpin',the cheap vulgarity of the lyrics of Jay Z’s song that incorporated snippets of sound.,"in this dispute. The court determined, however, that Fahmy’s uncle had assigned.",True,that incorporated snippets of sound from his uncle’s work.,False,"Fahmy had no standing to sue, and District Court Judge Christine Snyder granted the defendants’ motion for judgment."
270,Marvin Gaye,Got to Give It Up,"plaintiffs claim was based on a comparison of the sound recordings of the works, and not the rudimentary primary musical information.",Robin Thicke & Pharrell Williams,Blurred Lines,On 6 October 2017 the Ninth Circuit in Pasadena held oral arguments in Pharrell Williams and Robin Thicke’s appeal to vacate the district court’s determination.,In March 2015 a jury in a district court in Los Angeles determined that Robin Thicke and Pharrell Williams had infringed Gaye’s work.,True,Judith Finell that plaintiffs claim was based on a comparison of the sound recordings of the works.,True,"district court’s judgment, which was based on a jury’s verdict, that Robin Thicke and Pharrell Williams were liable for copyright infringement."
271,Herman Weems,Why Can't There Be Love,the defendants “sampled” the plaintiff’s musical composition.,"Tyler, the Creator",Deathcamp,the recording of the defendant’s song,The Complaint claims that the defendants “sampled” the plaintiff’s musical composition.,False,,False,In May 2018 the case “settled” – which typically means the defendant decided to cut losses.
272,Michael May,We Run Things,Jamaican songwriter Michael May’s complaint,Miley Cyrus,We Can't Stop,Miley Cyrus’s rendition,"that since the allegedly copied phrase forms the ‘heart of May’s song,’ and features significantly in Cyrus’s rendition",False,,False,Judge Lewis Kaplan […] rejected these objections
273,Drayter,Best I Had,âPlaintiff Platinum Jack is the owner of all rights and publishing in â¦ âInfringed Compositionâ.,Unknown,Ads Aired on ESPN,In the Fall of 2017 it came to Platinum Jackâs attention.,"âDefendants and/or their agents reproduced, synchronized, distributed, and/or publicly performed... Infringed Composition without Plaintiffâs authorization in a televised commercial.â",False,the generic sound of a pounding hard rock drum track that contains no protectable original expression.,False,the Court vacated the scheduled trial conference because it was reviewing the exasperated Defendantsâ most recent Motion to Dismiss.
274,Jasmine Rae,When I Found You,"the Complaint alleges that Jasmine Rae, one of the authors of the complaining song,",Ed Sheeran,The Rest of Our Life,the defendants' subsequent song infringed upon the plaintiffs'.,The infringement claim is based on the fact that the introductions of both songs open with the same descending 4-note motive.,True,The infringement claim is based on the fact that the introductions of both songs open with the same descending 4-note motive.,False,"The Court will undoubtedly realize this, but let’s hope it also does its part to tame such opportunist litigation."
275,Neomi Del Rio,Flight Safety Video,"Her recorded performance was then incorporated into a longer airline safety video, directed by Jon Chu.",Virgin America,Flight Safety Video,Virgin used it on their flights.,"Her recorded performance was then incorporated into a longer airline safety video, directed by Jon Chu.",False,,True,"The plaintiff is, therefore, now entitled to assert copyright ownership in the content and recording of the safety video she helped create."
276,Jamie Ciero,Volar,Plaintiff sued Defendants for their alleged infringement on Plaintiff’s musical work 'Volar',Idina Menzel,Let It Go,their musical work 'Let it Go' from the ballistically successful Disney production 'Frozen.',Plaintiff’s complaint was originally filed...for copyright infringement against various Disney entities...Plaintiff’s musical work 'Volar' with their musical work 'Let it Go',True,Plaintiff points out that...both works have chorus melodies that rise from the fifth scale degree.,False,"Judge Wu ruled that Plaintiff had not alleged that he failed to discover the alleged infringement before November 23, 2014"
277,Tracy Chapman,Baby Can I Hold You,Complaint alleges Maraj infringed upon the “lyrics and vocal melody of the Composition”,Nicki Minaj ft. Nas,Sorry,"Maraj’s recording used virtually all the words of the plaintiff’s song, as well as the “vocal melody”.",A comparison of the two recorded performances (above) leaves one with the impression Maraj wanted to create essentially a “cover” version of Chapman’s song.,True,Complaint alleges Maraj infringed upon the “lyrics and vocal melody of the Composition.”,False,"Early January 2021 the case settled...Minaj paid Chapman $450,000 to drop her infringement claim."
278,"Dan Tramon, Diana Belkowski, and Carl Anthony Tramon",Rocket Boys Musical,musical samples taken from the two works — not clips from any two songs the Plaintiff alleges,"Marriott International, Inc, and Universal Pictures",October Sky Musical,musical samples taken from the two works — not clips from any two songs the Plaintiff alleges,rhythmic patterns and melodic motifs are substantially similar;” these songs are exactly the same in concept,True,“rhythmic patterns and melodic motifs are substantially similar;”,False,Defendants have dismantled all the Plaintiffs’ copyright infringement allegations based on nothing more than common elements shared between two works.
279,Benny Mardones,Into the Night,complaining_work: Into the Night,Cyndi Lauper,Raise You Up,defending_work: Raise You Up,,False,,False,
280,Richard Morrill,Who's Got My Lightah,complaining work 'Who's Got My Lightah',Gwen Stefani & Pharrell Williams,Spark the Fire,defending work 'Spark the Fire',,False,,False,
281,Stahlgewitter,Auftrag Deutsches Reich,complaining_work: Auftrag Deutsches Reich,Frei.Wild,"Schenkt uns Dummheit, kein Niveau","defending_work: Schenkt uns Dummheit, kein Niveau",,False,,False,
282,Harumaki Gohan,Hachigatsu no Rainy,complaining work: Hachigatsu no Rainy [August Rainy],Yamato Mori,M.A.K.E.,defending work: M.A.K.E.,"Listening to both audio clips as provided, one can easily tell that the two works are strikingly similar.",True,The melodic sequences of the two songs are 100% identical.,True,The publisher’s public admission of infringement came out within less than one week.
283,Eminem,Lose Yourself,New Zealand High Court Judge Helen Cull concludes that Defendant’s work infringed the Plaintiff’s.,New Zealand National Party,Eminem Esque,Judge Cull found Defendant liable for music copyright infringement.,the conclusion is wrong. She raises a red flag when she states about Plaintiff’s work,True,I am unable to accept the melody in this work is the dominant feature.,True,"High Court damages award of around U.S. $400,000 was subsequently reduced... Plaintiff’s appeal...was rejected."
284,The Rolling Stones,The Last Time,complaining_work: The Last Time,The Verve,Bittersweet Symphony,defending_work: Bittersweet Symphony,,True,,True,
285,Alice T. Johnson,Video Recording of child praying,complaining_work: Video Recording of child praying,Kanye West,Ultralight Beam,defending_work: Ultralight Beam,complaining_work: Video Recording of child praying; defending_work: Ultralight Beam,False,,False,comments_and_opinions: []
286,"William Smith, Brian Clover, Scott McCulloch",I Need to Love,allegation of infringement is based on a comparison of the musical “hooks” of the two songs,The Weeknd,A Lonely Night,allegation of infringement is based on a comparison of the musical “hooks” of the two songs,allegation of infringement is based on a comparison of the musical “hooks” of the two songs,True,hooks are musically similar insofar as they both outline a descending fifth followed by a descending tritone (A – D; A – E-flat).,False,"In an opinion issued on July 22, 2020, Judge Anderson for the Central District of California granted Defendants’ Motion for Summary Judgement"
287,Song-A-Tron Music,Back it Up,The Complaint (below) alleges the Defendants 'have compensated or offered to compensate' the Plaintiffs.,TeeFLii,24 Hours,The Complaint (below) alleges the Defendants 'have compensated or offered to compensate' the Plaintiffs.,repeating sequence of a similar group of five pitches functioning as an ostinato behind the sung or chanted verbal text.,True,repeating sequence of a similar group of five pitches functioning as an ostinato,False,presumably this dispute is gone for good.
288,Kraftwerk,Metall auf Metall,It’s not over until it’s over… In its decision exonerating the Defendants for unauthorized copying of a brief portion of Plaintiffs’ work.,Sabrina Setlur,Nur mir,The disputed material is a two-second snippet...and looped as part of the background sound of the defendant’s song 'Nur mir' ('Only Me').,Defendants lifted the actual sounds from the plaintiffs’ recording for 'Nur mir'.,False,,False,"The court overturned the lower court’s decision, ruling in favor of defendants."
291,Sam Scully,Roll Call (Instrumental),Skully claims 'That Beat' was a direct copy (i.e. sample) of his copyrighted track 'Roll Call (Instrumental)'.,Drake,In My Feelings,sampled his beat 'Roll Call (Instrumental)' in two of Drake’s 2018 Billboard No.1 hits 'Nice for What' and 'In My Feelings'.,Skully alleges Drake [...] sampled his beat 'Roll Call (Instrumental)' in 'In My Feelings'.,False,A 'beat' in this context means the underlying recurring rhythmic track of a song.,False,It remains to be seen whether the Fair Use defense will be employed and what the court in Louisiana will ultimately decide.
291,Sam Scully,Roll Call (Instrumental),Skully claims 'That Beat' was a direct copy (i.e. sample) of his copyrighted track 'Roll Call (Instrumental)'.,Drake,Nice for What,sampled his beat 'Roll Call (Instrumental)' in two of Drake’s 2018 Billboard No.1 hits 'Nice for What' and 'In My Feelings'.,Skully alleges Drake [...] sampled his beat 'Roll Call (Instrumental)' in 'Nice for What'.,False,A 'beat' in this context means the underlying recurring rhythmic track of a song.,False,It remains to be seen whether the Fair Use defense will be employed and what the court in Louisiana will ultimately decide.
292,Don Lee,gwenXdonlee4-142,complaining_work: gwenXdonlee4-142,Lil Nas X,Rodeo,defending_work: Rodeo,,False,,False,
293,Zachry Brown,Nowhere Left to Go,plaintiff’s version of the tangled history of the creation ... of the contested work,,,,,False,,False,"The defendant never filed a response to the complaint, so we have only the plaintiff’s version."
294,Mark Halper,Don't Throw Our Love Away,the similarity between her son’s song and Smith’s (the same work Petty complained about),Sam Smith,Stay With Me,the similarity between her son’s song and Smith’s (the same work Petty complained about),similarity between her son’s song and Smith’s (the same work Petty complained about),True,"that both incorporate the phrases “stay with me,” and the grammatically abominable",False,"This regrettable, and ultimately doomed, case against Sam Smith."
295,Jesse Graham,Haters gone Hate,complaining_work: Haters gone Hate,Taylor Swift,Shake it Off,defending_work: Shake it Off,,False,,False,
296,Yellowcard,Holly Wood Died,,Juice WRLD,Lucid Dreams,,,False,,False,
297,Tamita Brown,Fish Sticks n' Tater Tots,complaining_work: Fish Sticks n' Tater Tots (song),,Burlesque: Heart of the Glitter Tribe,defending_work: Burlesque: Heart of the Glitter Tribe (film),,False,,False,
299,"Leander C. Pickett (""M.O.S."")",Walk It Like I Talk It,Complaint alleges that Defendants copied 'a substantial portion of the Infringed Composition.',Migos,Walk It Talk IT,Defendants copied 'a substantial portion of the Infringed Composition.',the contested works indicated Plaintiff could not possibly demonstrate they shared any substantial protectable original expression.,False,,False,"Even if these were not sufficient bases for dismissal, her analysis of the contested works indicated Plaintiff could not possibly demonstrate they shared any substantial protectable original expression."
300,Chanel West Coast,Sharon Stoned,Defendant Chelsea Dudley’s hip-hop send up “Sharon Stoned”,Sharon Stone,not applicable,verbal and visual allusions to Stone in Defendant’s recorded performance,Stone claims that Defendant Chelsea Dudley’s hip-hop send up “Sharon Stoned” will mislead consumers,False,,False,"Court dismissed the case late May 2020, the parties having settled."
301,Paul Batiste,Hip Jazz,"Plaintiff alleges that Thrift Shop misappropriated the beat, drums, introduction, and bass line of Hip Jazz.",Macklemore & Ryan Lewis,Thrift Shop,"Defendants' work 'Thrift Shop,'","Plaintiff alleges that Thrift Shop misappropriated the beat, drums, introduction, and bass line of Hip Jazz.",False,The hi-hat swing of 0:33:864 of 'Hip Jazz' is sample [sic] to create the introduction of 'Thrift Shop.',False,"Court had sensibly nipped this claim in the bud, Batiste would not only have avoided so profoundly embarrassing himself, but also have averted the $125,000 attorney's fees."
