valid,link,case_id,song1_artist,song1_title,song1_evidence,song2_artist,song2_title,song2_evidence,pair_evidence,is_melodic_comparison,melodic_evidence,was_case_won,case_won_evidence
,https://blogs.law.gwu.edu/mcir/case/larrikin-music-publishing-ltd-v-emi-songs-australia-plty-ltd/,185,Marion Sinclair,Kookaburra Sits in the Old Gum Tree,The two recordings of aDown Undera by the Australian pop group aMen at Worka reproduced aa substantial parta of aKookaburraa.,Men At Work,Down Under,The two recordings of aDown Undera by the Australian pop group aMen at Worka reproduced aa substantial parta of aKookaburraa.,The court had to address the similarity between the second two bars from the plaintiffs work against the flute riff in the defendants.,TRUE,I was able to detect a sufficient degree of objective similarity between the melody to meet the test stated in the authorities.,TRUE,Jacobson found in favor of the plaintiff Larrikin.
,https://blogs.law.gwu.edu/mcir/case/marshall-v-huffman/,186,Preston Marshall,You are the One,,Mariah Carey,My Love,,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/prunte-v-universal-music-group-inc-et-al/,187,Robert R. Prunte,Fire in the Hole,Black Rob infringes his work 'Fire in the Hole',Black Rob,Fire in Da Hole,defendants' song 'Fire in Da Hole' by Black Rob,PruntA contends that defendants' song 'Fire in Da Hole' by Black Rob infringes his work 'Fire in the Hole',FALSE,"The keys, musical parts and feel (groove) of defendants' 'Fire in Da Hole' and plaintiff's 'Fire in the Hole' are quite different.",FALSE,the Court concludes that the defendants' works are not substantially similar to those of the plaintiff
,https://blogs.law.gwu.edu/mcir/case/prunte-v-universal-music-group-inc-et-al/,187,Robert R. Prunte,I'm a Maniac,Plaintiff's song 'I'm a Maniac',Ludacris,Break Bread,defendants' song 'Break Bread' by Ludacris,the defendantas song 'Break Bread' by Ludacris infringes his song 'I'm a Maniac',FALSE,short phrases such as 'I'm a maniac' are not entitled to copyright protection,FALSE,the Court concludes that the defendants' works are not substantially similar to those of the plaintiff
,https://blogs.law.gwu.edu/mcir/case/inplay-martel-ellis-v-wyclef-jean/,188,Martel Ellis,Danger,solicited the plaintiff for a license of Jeanas use of a portion of plaintiffas song 'Danger'.,Wyclef Jean,Welcome to the East,prior to recording aWelcome to the Easta,nonsensical refrain aWhen the East is in the house a Oh my Goda from plaintiffas song.,FALSE,,FALSE,"These allegations, if true, would obviously suggest that Wyclef Jean had concerns about the legality of his use of the plaintiffas work."
,https://blogs.law.gwu.edu/mcir/case/inplay-ebony-latrice-batts-v-william-adams-et-al-black-eyed-peas/,189,Phoenix Phenom,Boom Dynamite,the plaintiff claims sheas 'a got the boom dynamitea',Black Eyed Peas,Boom Boom Pow,"commercial, mainstream product like aBlack Eyed Peasa",This case is about the word 'boom.',FALSE,Clientas song contains 'little to no harmony or melody.',FALSE,Judge John Walter of the U.S. District Court... issued an order... granting defendantsa motion for summary judgement.
,https://blogs.law.gwu.edu/mcir/case/inplay-ernest-straughter-v-usher-raymond-et-al/,191,Ernest Straughter,The Reasons Why,complaining_work: The Reasons Why,Usher,Burn,defending_work: Burn,complaining_work: The Reasons Why defending_work: Burn,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/lessem-v-taylor2/,193,"Ryan Lessem, Douglas Johnson",Elevator,complaining_work: Elevator,"The Game, Dr. Dre, 50 Cent",How We Do,defending_work: How We Do,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/saregama-india-v-timothy-mosley-et-al/,194,Anonymous,Baghon Mein Behar Hai,"The plaintiff, Saregama, sued [...] for his unlicensed use of an approximately one-second loop from the song aBaghon Mein Bahar Hai.a",The Game,Put You on the Game,"the Indian song, aBaghon Mein Bahar Haia (BMBH), in the hip-hop song, aPut You on the Gamea (PYOG).","Defendantsa digital sampling of BMBH in PYOG was not, therefore, legally actionable.",TRUE,sampled portion of BMBH is performed by a female vocalist [...] G minor arpeggio,FALSE,AFFIRM the district courtas entry of summary judgment in the Defendantsa favor.
,https://blogs.law.gwu.edu/mcir/case/inplay-eight-mile-style-marshall-mathers-aka-eminem-v-audi-gmbh/,195,Eminem,Lose Yourself,"Audi settled with Eminem, admitting using a composition thatAAAs remarkably similar to EminemAAAs song Lose Yourself.",Audi,Advertisement for Audi A6 Avant,AudiAAAs video advertisement for their new model A6 Avant.,Eight Mile Style claims that AudiAAAs video advertisement for their new model A6 Avant infringes upon ChryslerAAAs model 200 advertisement.,TRUE,"Audi settled with Eminem, admitting using a composition thatAAAs remarkably similar to EminemAAAs song Lose Yourself.",TRUE,"Audi settled with Eminem, admitting using a composition thatAAAs remarkably similar to EminemAAAs song Lose Yourself."
,https://blogs.law.gwu.edu/mcir/case/obinger-v-mcdonalds/,196,Stephan Obinger,Unnamed Advertising Melody,The authorship of which the plaintiff claims for himself.,McDonald's Corporation,McDonald's Jingle,Unauthorized use of an advertising melody...for McDonald's jingle.,"Unauthorized use of an advertising melody, the authorship of which the plaintiff claims for himself.",TRUE,The tone sequence claimed by the plaintiff indisputably begins with an ascending third.,FALSE,"The tone sequence G sharp, B flat, C sharp and E flat claimed by the plaintiff...is not a protected work of music."
,https://blogs.law.gwu.edu/mcir/case/stokes-v-stephens/,197,Anthony Stokes,Where are You Now?,complaining_work: Where are You Now?,John Legend,Maxine's Interlude,defending_work: Maxine's Interlude,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/people-v-xinru-wang/,200,Meiru Huang,Sleeping Beauty,Huang wrote the original work 'Sleeping Beauty' and performed it.,Xinru Wang,What Is Wrong with Love,Defendant transferred the copyright of the song 'What Is Wrong with Love'.,the court did not find the Defendant copied Huangas work,TRUE,"The result showed the two songs 98% similar on all aspects, including melody, tempo",FALSE,the Court found Defendant not guilty.
,https://blogs.law.gwu.edu/mcir/case/robert-poindexter-v-emi-record-group/,202,The Persuaders,Thin Line Between Love and Hate,Plaintiffas song... Defendantas repeated use of the same noteA that opens Plaintiffas song.,EMI Record Group,Washed Away,Defendantas repeated use of the same noteA that opens Plaintiffas song.,allegation of infringement based on nothing more than Defendantas repeated use of the same noteA that opens Plaintiffas song.,TRUE,allegation of infringement based on nothing more than Defendantas repeated use of the same noteA that opens Plaintiffas song.,FALSE,"the Plaintiff had unambiguously assigned to another, any property interest he may have had in the recording, and obviously had no standing for such a claim."
,https://blogs.law.gwu.edu/mcir/case/inplay-black-keys-v-home-depot-and-pizza-hut/,204,The Black Keys,Lonely Boy,Complaining work: Lonely Boy; Gold on the Ceiling,Unknown,Advertisement for Home Depot,Defending work: Advertisement for Home Depot,"Complaint against Home Depot, et al.",FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/inplay-black-keys-v-home-depot-and-pizza-hut/,204,The Black Keys,Gold on the Ceiling,Complaining work: Lonely Boy; Gold on the Ceiling,Unknown,Advertisement for Pizza Hut,Defending work: Advertisement for Pizza Hut,"Complaint against Pizza Hut, et al.",FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/erickson-v-blake/,205,Lars Erickson,Pi Symphony,complaining_work: Pi Symphony,Michael John Blake,What Pi Sounds Like,defending_work: What Pi Sounds Like,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/inplay-barobax-v-chakraborty-et-al/,206,Barobax,Soosan Khanoom,complaining_work: Soosan Khanoom,Pritam Chakraborty,Pyaar Ki Pungi,defending_work: Pyaar Ki Pungi,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/hobbs-v-john/,207,Guy Hobbs,Natasha,"Guy Hobbs ... sued Elton John in the United States, claiming copyright infringement of Hobbs's song Natasha.",Elton John,Nikita,Elton John and his lyricist Bernie Taupin published a recording of their song Nikita.,Hobbs seeks compensation from John and Taupin.,FALSE,the infringement claim was based entirely on alleged similarities between Hobbs's and Taupin's lyrics conveying a similar romantic quandary.,FALSE,The Seventh Circuit upheld the district courtas granting of Elton Johnas motion to dismiss... Hobbs failed to state a claim for copyright infringement.
,https://blogs.law.gwu.edu/mcir/case/loomis-v-cornish/,208,Will Loomis,Bright Red Chords,Here is a link to a brief recording created by Will Loomis that offers a side-by-side comparison of portions of the two songs.,Jessie J,Domino,undoubtedly caught Loomisas attention was the fact that the songs at issue here may sound similar here and there.,songs at issue here may sound similar here and there.,TRUE,"songs are also somewhat musically similar, but only in overall format and style",FALSE,the district court never reached the issue of similarity between the songs as it found Loomisas allegations of defendantas access to his work so attenuated that summary judgment was the appropriate disposition.
,https://blogs.law.gwu.edu/mcir/case/twilight-records-v-raymond-et-al/,209,Syl Johnson,Different Strokes,,Usher,Call Me a Mack,,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/love-et-al-v-universal-music-group-inc/ ,210,Bloodstone,I'm Doing My Job,complaining work: I'm Doing My Job,Kanye West,Doin My Job,defending work: Doin My Job,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/rebecca-francescatti-v-stefani-germanotta-aka-lady-gaga/,211,Rebecca Francescatti,Juda,"In 1998, Francescatti wrote a song entitled 'Juda,'...",Lady Gaga,Judas,Gaga decided on 'Judas' as the title of the song...,"Although we find that Francescatti has established a reasonable possibility of access, no reasonable juror could find that the songs are substantially similar.",TRUE,"With respect to the melodies, we start by addressing the fact that McGeehan applied five alterations to demonstrate similarity...",FALSE,No reasonable trier of fact could find that Defendants copied protected expression in Francescatti's song. The songs do not 'share enough unique features...'
,https://blogs.law.gwu.edu/mcir/case/rebecca-francescatti-v-stefani-germanotta-aka-lady-gaga/,211,Rebecca Francescatti,Juda,"In 1998, Francescatti wrote a song entitled 'Juda,'...",Lady Gaga,Judas,Gaga decided on 'Judas' as the title of the song...,No reasonable trier of fact could find that the songs' expressions are substantially similar.,TRUE,...find under the ordinary observer standard that the allegedly infringing elements of the Gaga Song capture the total concept and feel of the Francescatti Song.,FALSE,"Accordingly, we grant Defendants' motion for summary judgment. It is so ordered."
,https://blogs.law.gwu.edu/mcir/case/bryan-pringle-v-william-adams-et-al-black-eyed-peas/,212,Brian Pringle,Take a Dive (Dance Version),"Pringle allegedly made several derivative versions of 'Take a Dive,' including a dance version.",Black Eyed Peas,I Gotta Feeling,"In 2009, Defendant The Black Eyed Peas released the song 'I Gotta Feeling.'",the finished version of 'I Gotta Feeling.',TRUE,Pringle must show that (1) defendants had access... and (2) IGF and TAD are substantially similar in protected expression.,FALSE,The Court GRANTS Moving Defendantsa Motion for Summary Judgment.
,https://blogs.law.gwu.edu/mcir/?post_type=case&p=14270&preview=true,213,The Backyard Heavies,Bumpin' Bus Stop,,Kanye West,Gold Digger,,Complaint: PDF Order by District Judge Beverly Reid OaConnell: PDF,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/tufamerica-inc-v-warner-bros-music-corp-et-al/,214,Eddie Bo & The Soul Finders,"Hook & Sling, Pt. I","In both contexts, the Court holds that 'oh' is qualitatively insignificant.","Jay-Z, Rihanna, and Kanye West",Run This Town,Defendants allegedly produced and released an audio recording entitled Run This Town,Plaintiff allegedly owns copyrights in a musical work called Hook & Sling Part I.,FALSE,The melody and lyrics are entirely different.,FALSE,"Accordingly, defendantsa motion to dismiss the complaint is granted in all respects."
,https://blogs.law.gwu.edu/mcir/?post_type=case&p=10824&preview=true,216,Paul Batiste,I Like Your Way,the plaintiffas claims a involving dozens of musical works and dozens of defendants,T-Pain,Put It Down,plaintiffas claims a to make sense of this jumble of allegations based on aa,plaintiffas claims a to make sense of this jumble of allegations based on aa,TRUE,unsupported and repetitive statements about the astriking similaritya found in defendantsa works,FALSE,"Judge Engelhardt exempted infringement allegations involving three of the plaintiffas works from the defendantsa Motion to Dismiss, which he otherwise granted."
,https://blogs.law.gwu.edu/mcir/?post_type=case&p=10824&preview=true,216,Paul Batiste,Blues Man,the plaintiffas claims a involving dozens of musical works and dozens of defendants,T-Pain,Reggae Nigh,,,FALSE,,FALSE,"Judge Engelhardt exempted infringement allegations involving three of the plaintiffas works from the defendantsa Motion to Dismiss, which he otherwise granted."
,https://blogs.law.gwu.edu/mcir/case/musikverlag-richard-birnbach-v-zdf/,217,"Klaus WA14sthoff, Hans GA14nter Wagener",Fanfaren-Blues,complaining_work: Fanfaren-Blues,ZDF,Today Jingle,"defending_work: ""Today"" Jingle",,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/lane-v-knowles-carter/,218,Ahmad Javon Lane,X.O.X.O.,The plaintiff claimed that the defendant Beyonce had direct access to his song 'XOXO',BeyoncA,XO,shortly before she created her song 'XO',the plaintiff's infringement claim was based on purported musical similarities between the openings of the two songs.,TRUE,"the court sensibly, and authoritatively, dismissed the plaintiff's assertion finding 'little, if anything, in common between [the music] of XOXO and XO.'",FALSE,"the court sensibly, and authoritatively, dismissed the plaintiff's assertion."
,https://blogs.law.gwu.edu/mcir/case/new-old-music-v-gottwald-et-al/,219,Lenny Lee Goldsmith,Zimba ku,complaining_work: Zimba ku,Jessie J,Price Tag,defending_work: Price Tag,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/tufamerica-v-diamond-et-al-beastie-boys/,221,Trouble Funk,Say What,Tuf America's claim was based on a non-exclusive right it had obtained from the owner of 'Trouble Funk's' copyrights.,Beastie Boys,Shadrach,"Defending: Diamond, Horovitz, et al. [Beastie Boys]",plaintiff's clear lack of standing,FALSE,,FALSE,in 2015 the court granted defendants' request for summary judgement
,https://blogs.law.gwu.edu/mcir/case/tufamerica-v-diamond-et-al-beastie-boys/,221,Trouble Funk,Drop the Bomb,Tuf America's claim was based on a non-exclusive right it had obtained from the owner of 'Trouble Funk's' copyrights.,Beastie Boys,Car Thief,"Defending: Diamond, Horovitz, et al. [Beastie Boys]",plaintiff's clear lack of standing,FALSE,,FALSE,in 2015 the court granted defendants' request for summary judgement
,https://blogs.law.gwu.edu/mcir/case/tufamerica-v-diamond-et-al-beastie-boys/,221,Trouble Funk,Drop the Bomb,Tuf America's claim was based on a non-exclusive right it had obtained from the owner of 'Trouble Funk's' copyrights.,Beastie Boys,Hold It,"Defending: Diamond, Horovitz, et al. [Beastie Boys]",plaintiff's clear lack of standing,FALSE,,FALSE,in 2015 the court granted defendants' request for summary judgement
,https://blogs.law.gwu.edu/mcir/case/inplay-miles-floyd-v-rod-stewart-et-al/,222,Bo Carter,Corrine Corrina,"Bo Carter, the singer who registered the version of 'Corinna' on which this claim is based.",Rod Stewart,Corrina Corrina,Rod Stewart may be an opportunist foreigner who has capitalized upon American musical genres.,Rod Stewartas version of the song is no more similar to the plaintiffas than is any one of the many other extant versions.,FALSE,,FALSE,At plaintiffas behest the case was terminated in Nov. 2015 ('voluntary dismissal without prejudice').
,https://blogs.law.gwu.edu/mcir/case/inplay-tom-petty-v-sam-smith/,224,Tom Petty,I Won't Back Down,complaining_work: I Won't Back Down,Sam Smith,Stay With Me,defending_work: Stay With Me,,TRUE,"Court did not mention whether melodic similarity was discussed, many articles discussing similarity with melodys",TRUE,Sam Smith's representatives acknowledged the likeness and agreed to add Petty and Lynne as co-writers.
,https://blogs.law.gwu.edu/mcir/case/inplay-richard-friedman-v-hans-zimmer/,225,Richard Friedman,To Our Fallen,the plaintiff does not even own the copyright to the work in question;,Hans Zimmer,Music score for a12 Years a Slavea,defendant violated the plaintiffas moral rights,The only melodic commonality between the works is use of an initial interval of a rising minor third.,TRUE,The only melodic commonality between the works is use of an initial interval of a rising minor third.,FALSE,the plaintiff does not even own the copyright to the work in question; apparently he assigned it to a music publisher.
,https://blogs.law.gwu.edu/mcir/case/dark-sanctuary-v-bushido/,226,Dark Sanctuary,Les Memoires BlessAes,The Defendants claimed that the portion of the Plaintiffsa work that they sampled did not contain sufficient musical expression.,Bushido,Janine,Defending work: Janine,Not only did they sample and loop portions of the Plaintiffsa recording without authorization.,TRUE,"Defendants claimed that their melody deviated from the Plaintiffsa, but they sound virtually identical to the undiscriminating ear.",TRUE,"Ultimately finds the Defendants liable, and allocates damages among them."
,https://blogs.law.gwu.edu/mcir/case/johnson-v-goldman/,227,Jefferson/Jean-FranAois Johnson,Forever,The composer of the song aForevera sued the singer.,Jean-Jacques Goldman,Aicha,for the aAichaa song.,"The composer of the song aForevera sued the singer and composer, Mr. Goldman, for the aAichaa song.",TRUE,the 4 consecutive musical notes present in the two songs were not original.,FALSE,the judges of the Cour daAppel had considered that the element copied in this case was not original.
,https://blogs.law.gwu.edu/mcir/case/guzman-v-hacienda-records-inc/,228,Jose Guzman,Triste Adventura / Cartas de Amor,"Complaining work: Triste Adventura, alternatively known as Cartas de Amor",Hacienda Records,Cartas de Amor,Defending work: Cartas de Amor,"Complaining work: Triste Adventura, alternatively known as Cartas de Amor. Defending work: Cartas de Amor",FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/universal-music-publishing-v-sony-bmg-music-entertainment/,229,Enrico Riccardi and Luigi Albertelli,Zingara,complaining_work: Zingara,Francesco De Gregori,"Prendi questa mano, zingara","defending_work: Prendi questa mano, zingara",,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/fahmy-v-jay-z-et-al/,230,Baligh Hamdi,"Khosara, Khosara","complaining_work: Khosara, Khosara",Jay Z,Big Pimpin',defending_work: Big Pimpin',,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/vmg-salsoul-llc-v-madonna-louise-ciccone-et-al/,232,Salsoul,Love Break,Salsoulas song aLove Break.a,Madonna,Vogue,Madonna and her producer for an allegedly unlicensed sample of a horn hit from Salsoulas song aLove Break.a,"Plaintiff VMG Salsoul, LLC, alleges that the producer of Vogue, Shep Pettibone, copied a 0.23-second segment of horns from an earlier song, known as Love Break.",FALSE,,FALSE,The 9th Circuit affirmed the district courtas grant of summary judgment to the defendants.
,https://blogs.law.gwu.edu/mcir/case/inplay-alisa-apps-v-universal-music-et-al/,235,Alisa Apps,Need to Know,"the defendant acopied the words, music, and melody of certain portions of Ms. Appsa songa",John Newman,Love Me Again,"defendantas work, like the plaintiffas, includes a repeated commonplace verbal phrase a in this case aI Need to Knowa",From a quick comparison of the audio recordings of the two songs it is apparent that the only commonality between the songs is the phrase aI Need to Knowa,FALSE,the complaint provides no evidence whatever to support this claim,FALSE,"On March 14, 2019, the 9th Circuit affirmed the District Courtas grant of summary judgment to the Defendants."
,https://blogs.law.gwu.edu/mcir/case/inplay-arnett-v-alan-jackson-sony-music/,236,Timothy Arnett,Remember Me,The only commonalities between the works in the instant case are the word 'remember'...,Alan Jackson,Remember When,The only commonalities between the works in the instant case are the word 'remember'...,The only commonalities between the works in the instant case are the word 'remember' (used in entirely different contexts).,FALSE,The only commonalities between the works in the instant case are the word 'remember' (used in entirely different contexts).,FALSE,In August 2017 District Court Judge James Dever granted defendantsa motion to dismiss the complaint mainly based upon the plaintiffas...evidence of access.
,https://blogs.law.gwu.edu/mcir/case/inplay-bmg-v-atlantic-recording-organization-et-al/,237,Joseph Bereal,Came to Do,complaint also notes that both songs have similar tempos,Omarion,Post to Be,defendantAAAs song was recorded in the extraordinary key of AAAD-flat minorAAA,complaintAAAs enumeration of similarities is wide of the mark in that it is nothing more than a list of alleged sonic commonalities,TRUE,allegations of infringement are limited to purported musical similarities,FALSE,dispute nicely illustrates how difficult it is to establish a colorable claim for music copyright infringement.
,https://blogs.law.gwu.edu/mcir/case/inplay-eric-smith-et-al-v-amanda-jiroux-et-al/,238,"Eric Smith, et al.",No Rain,the defendant doesnat deny she copied from the plaintiffsa song,Amanda Jiroux,Insane,it appears the defendant was simply capitalizing upon the well-known expression of another,"defendant doesnat deny she copied from the plaintiffsa song, but claims that the plaintiffs licensed her use",TRUE,defendantas use of the music of the opening of the plaintiffsa song,TRUE,the parties settled this dispute in February 2017
,https://blogs.law.gwu.edu/mcir/case/inplay-gabor-presser-v-kanye-west-et-al/,239,Gabor Presser & Anna Adamis,Gyongyhaju Lany,earlier attempted to reach agreement regarding compensation to the plaintiff for his use of his song,Kanye West,New Slaves,earlier attempted to reach agreement regarding compensation to the plaintiff for his use of his song,The defendant doesnAAAt deny that he used a substantial portion of the plaintiffsAAA song in his own number,FALSE,,FALSE,"The case was dismissed in March 2017, with each party bearing its own costs and attorneysAAA fees."
,https://blogs.law.gwu.edu/mcir/case/inplay-mattie-music-group-v-lamar-warnerchappell-et-al/,240,Bill Withers,Don't You Want to Stay,"the defendants copied all the musical content, and associated sound recording, of the plaintiffsAAA song",Kendrick Lamar,I Do This,used it as musical background for original words of defendantsAAA rap number AAAI Do ThisAAA.,"the defendants copied all the musical content, and associated sound recording, of the plaintiffsAAA song and used it as musical background for original words of defendantsAAA rap number AAAI Do ThisAAA.",TRUE,"the defendants copied all the musical content, and associated sound recording, of the plaintiffsAAA song",FALSE,"Not surprisingly, the parties settled this dispute about six months after the plaintiff filed his complaint."
,https://blogs.law.gwu.edu/mcir/case/inplay-mcelroy-et-al-v-eriksen-et-al/,241,Club Nouveau,Why You Treat Me So Bad,plaintiffs allege that the defendants infringed on their song aWhy You Treat Mea,Fifth Harmony,Worth It,The defendantsa number sampled not the recording of the plaintiffsa song,Any rhythmic commonalities that may exist between the two songs involve unprotectable commonplace rhythmic ideas.,FALSE,,FALSE,there appears to be no basis for their infringement claim.
,https://blogs.law.gwu.edu/mcir/case/inplay-songs-music-publishing-v-porsche-et-al/,242,X Ambassadors & Jamie N Commons,Jungle,"AAAJungle,AAA performed by Jamie N Commons and X Ambassadors, has been a successful musical work for advertising and licensing purposes.",Porsche advertisement,Cayman 718 Advertisement,Advertisement for PorscheAAAs Cayman 718 automobile,Songs claims that the music created as part of the Cayman advertising campaign infringed on SongsAAA copyrighted musical work AAAJungle.AAA,TRUE,"there are similarities in rhythm, orchestration, vocals, and melody.",FALSE,"It remains to be seen, but perhaps Porsche should be concerned."
,https://blogs.law.gwu.edu/mcir/case/inplay-yours-mine-ours-v-sony-et-al/,243,Collage,Young Girls,the band Collage over its work 'Young Girls',Bruno Mars,Uptown Funk,the huge hit single 'Uptown Funk',"filed suit against the six original writers... 'Uptown Funk,' alleging that 'Uptown Funk' infringed the copyright of Collageas 1983 work 'Young Girls.'",TRUE,the compositions almost indistinguishable if played over each other and strikingly similar if played in [sic] consecutively.,FALSE,"a little risky for others to continue to propagate the Minneapolis electro-funk soul sound, especially as plaintiffs seem to suggest... For the good of the art, one hopes for a better result."
,https://blogs.law.gwu.edu/mcir/case/inplay-estate-of-armetia-chatmon-v-eric-clapton-et-al/,244,Bo Carter,"Corrine, Corrina","plaintiffas claim of copyright ownership of a blues chestnut variously titled aCorrine, Corrina,",Eric Clapton,"Alberta, Alberta","Eric Clapton have benefitted from their performances of the song,",Both disputes turn on the legitimacy of the plaintiffas claim of copyright ownership,TRUE,"Recorded his performance of the song in 1926, and there were publications of sheet music",FALSE,District Courtas Order to Dismiss: PDF
,https://blogs.law.gwu.edu/mcir/case/inplay-miller-et-al-dba-sleigh-bells-v-demi-lovato/,245,Sleigh Bells,Infinity Guitars,Sleigh Bells tweeted that Demi Lovato sampled their songs 'Infinity Guitars'...,Demi Lovato,Stars,...Demi Lovato sampled their songs...on her song 'Stars'...,Plaintiffs filed the present lawsuit against Demi Lovato...for infringing 'Infinity Guitars.',TRUE,Plaintiffsa complaint asserts Defendants copied a acombination of hand claps and bass drum...,FALSE,Order of Dismissal: PDF
,https://blogs.law.gwu.edu/mcir/case/inplay-greggs-v-grande-et-al/,246,Alex Greggs,Takes All Night,Greggs' complaint makes a great show of marshaling purported musical similarities between his and Ariana Grande's songs.,Ariana Grande,One Last Time,"between his and Ariana Grande's songs, but the most apparent commonality",The complaint alleges that the 'hooks' of the choruses of the songs have a similar melodic contour.,TRUE,this allegation is true: both share a melodic arc of a handful of pitches occupying a measure or two.,FALSE,"the district court ordered dismissing the case at the parties' stipulation, stopping this meritless charge from moving forward."
,https://blogs.law.gwu.edu/mcir/case/inplay-halosongs-inc-martin-harrington-thomas-leonard-v-ed-sheeran-et-al/,247,Martin Harrington & Thomas Leonard,Amazing,The complaint suggests that the defendants should have obtained a license from plaintiffs for 'using' their chorus.,Ed Sheeran,Photograph,The melodies sound similar simply because they have a similar rhythmic scansion.,"The complaint does, however, present a helpful alignment of the melodies of the choruses of the disputed works.",TRUE,The complaint reveals that neither chorus melody has much protectable original musical expression to begin with.,TRUE,In early April 2017 the press reported that 'an undisclosed settlement had been reached between the parties.'
,https://blogs.law.gwu.edu/mcir/case/inplay-casey-dienel-v-justin-bieber-et-al/,249,Casey Dienel,Ring the Bell,"In scientific pitch notation, the four notes of the sampled female vocal riff of both 'Ring the Bell' and the infringing 'Sorry' are Bb, C, Eb, F.",Justin Bieber,Sorry,infringing 'Sorry',"The complaint...contains a good deal of gnomic or irrelevant assertions to establish musical similarities... 'the notes of the [plaintiffas] vocal riff of both aRing the Bella and the infringing aSorrya are Bb, C, Eb, F.'",TRUE,"the four notes of the sampled female vocal riff of both 'Ring the Bell' and the infringing 'Sorry' are Bb, C, Eb, F.",FALSE,Perhaps she is fishing for an admission by the defendants that they did lift a fragment of her sound recording.
,https://blogs.law.gwu.edu/mcir/case/inplay-cirque-du-soleil-v-justin-timberlake-et-al/,250,Cirque du Soleil,Steel Dream,complaining_work: Steel Dream,Justin Timberlake,Don't Hold the Wall,defending_work: Don't Hold the Wall,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/inplay-pk-music-v-justin-timberlake-et-al/,251,Perry Kibble,A New Day is Here at Last,Plaintiff's work 'A New Day' obtained a copyright registration as an unpublished work.,Justin Timberlake,Damn Girl,"involving Justin TimberlakeAAAs hit AAADamn girlAAA, which allegedly contained an unauthorized sample",claims that Justin TimberlakeAAAs song copies AAAa substantial part of the drum...from the plaintiffAAAs song.,TRUE,"the copied portions including the introduction, rhythm, harmony, melody, and AAAhookAAA AAA A are copyrightable elements",FALSE,This procedural ruling only holds that the suit was filed in a timely manner and cannot be dismissed.
,https://blogs.law.gwu.edu/mcir/case/feriol-v-maurici/,252,Laurent Feriol,Les Chansons daartiste,Calogero has copied the song A Les Chansons daartiste A by Laurent Feriol.,Calogero,Si seulement je pouvais lui manquait,Calogero was accused of copyright infringement with his song A Si seulement je pouvais lui manquait A.,"The expert considered that the two songs shared melodic, rhythmic, and harmonic similarities.",TRUE,The two songs had 63% musical notes in common.,TRUE,Judges held that the exception could not be applied because the song A Les chansons daartistes A was performed several times in public.
,https://blogs.law.gwu.edu/mcir/case/parker-v-winwood-et-al/,253,Willie Dean Parker & Homer Banks,Ain't That a Lot of Loving,This infringement claim is based on the plaintiffs' allegation that the defendants copied a 'riff' or 'distinct note pattern' from the complaining song.,Steve Winwood,Gimme Some Lovin',defendantsAAA song on that of the plaintiffsAAA.,The complaint does not identify the riff or 'note pattern' in question.,TRUE,The complaint does not identify the riff or 'note pattern' in question.,FALSE,"It agreed that the district court had no jurisdiction over the plaintiff, and noted that it was only on appeal that the plaintiffs argued 'striking similarity.'"
,https://blogs.law.gwu.edu/mcir/case/roberts-v-gordy/,254,Rick Ross,Hustlin,Plaintiffs alleged infringed upon aEveryday Iam hustlinga - an expression used in the chorus of the Plaintiffsa song.,LMFAO,Party Rock Anthem,"This dispute, which began in 2013, concerned the Defendants use of the expression aEveryday Iam shufflinga in their song aParty Rocka.",Plaintiffs alleged infringed upon aEveryday Iam hustlinga - an expression used in the chorus of the Plaintiffsa song.,FALSE,,FALSE,"In January 2016, a Florida Federal Judge found the Plaintiffsa registration deficient and their copyright invalid, and dismissed the suit."
,https://blogs.law.gwu.edu/mcir/case/mitchell-v-priority-records-et-al/,255,Leroy Mitchell,Star in the Ghetto,,Dr. Dre,If It Ain't Ruff,,,FALSE,,FALSE,
