597,249,2016,"Casey Dienel v. Justin Bieber, et al.","Julia Michael, Justin Tranter, Justin Bieber, Thomas Pentz, et al.",Sorry,defendant,Justin Bieber,Sorry,0.95
598,250,2016,"Cirque du Soleil v. Justin Timberlake, et al.","Justin Timberlake, et al.",Don't Hold the Wall,defendant,Justin Timberlake,Don't Hold the Wall,0.95
599,251,2016,"PK Music v. Justin Timberlake, et al.","Justin Timberlake, et al.",Damn Girl,defendant,Justin Timberlake,Damn Girl,0.9
600,252,2016,Feriol v. Maurici,Calogero Joseph Salvatore Maurici (“Calogero”),Si seulement je pouvais lui manquait,defendant,Calogero,Si seulement je pouvais lui manquer,0.95
601,253,2017,"Parker, et al. v. Winwood, et al.","Mervyn Winwood, et al.",Gimmee Some Lovin,defendant,The Spencer Davis Group,Gimme Some Lovin',0.95
602,254,2017,Roberts v. Gordy,"Stefan & Skyler Gordy (""LMFAO"")",Party Rock Anthem,defendant,LMFAO,Party Rock Anthem,0.95
603,255,2017,Mitchell v. Priority Records,"Andre Young( ""Dr. Dre"")",If It Ain't Ruff,defendant,N.W.A,If It Ain't Ruff,0.95
604,256,2017,Abdul Muhammad v. Chancellor Bennett,Chancellor Bennett (“Chance Rapper”),Windows,defendant,Chance the Rapper,Windows,0.8
605,257,2017,"Lastrada Entertainment v. Mark Ronson, et al.",Mark Ronson,Uptown Funk,defendant,Mark Ronson feat. Bruno Mars,Uptown Funk,0.95
606,258,2017,"Enclosed Music v. Steinman, et al.",James Steinman,I’d do Anything for Love,defendant,Meat Loaf,I'd Do Anything for Love (But I Won't Do That),0.95
607,259,2017,"Sean Hall, et al. v. Taylor Swift, et al.",Taylor Swift,Shake It Off,defendant,Taylor Swift,Shake It Off,0.99
608,260,2017,"Estate of Barre v. Beyoncé Knowles Carter, Sony Music, et al.",Beyoncé Knowles Carter,Formation,defendant,Beyoncé,Formation,1.0
609,261,2017,"Golden Crown Publishing v. Sony Music, Jonathan Smithy [aka “Lil’ Jon”], et al.","Jonathan Smith [aka Lil’ Jon”], et al.",Turn Down for What?,defendant,DJ Snake & Lil Jon,Turn Down for What,0.95
610,262,2017,"Bosh v. Univision Communications, Inc.","Univision Communications, Inc.",Advertisement for Spanish language Sesame Street,defendant,,Spanish language Sesame Street,0.7
611,263,2017,Super Cassettes v. Trimurti Films,Jumin Nautiyal & Neeti Mohan,Socha Hai (Kehdoon Tumhe Remix,defendant,Jubin Nautiyal & Neeti Mohan,Socha Hai,0.9
612,264,2017,"Stone et al. v. TIG7 Publishing, LLC et al.",Bruno Mars & Mark Ronson,Uptown Funk,defendant,Mark Ronson feat. Bruno Mars,Uptown Funk,0.95
613,265,2018,"Paul Rose v. Paul David Hewson, aka “Bono”, et al.","Paul Hewson, aka “Bono”, et al.",The Fly,defendant,U2,The Fly,0.95
614,266,2018,"Abiodun Oyewole v. Rita Ora, et al.",Rita Ora; Christopher Wallace; Marshall Mathers & Trevor Smith,How We do Party; Party and Bullshit; Calm Down,defendant,Rita Ora,How We Do (Party),0.95
615,267,2018,"Wilson v. Dynatone Pub., et al.",Justin Timberlake,Suit & Tie,defendant,Justin Timberlake,Suit & Tie,0.95
616,268,2018,"Cortes-Ramos v. Enrique Martin-Morales (""Ricky Martin"")",Ricky Martin,Vida,defendant,Ricky Martin,Vida,0.95
617,269,2018,"Fahmy v. Jay Z, et al.","Jay Z, et al.",Big Pimpin',defendant,JAY-Z,Big Pimpin',0.95
618,270,2018,"Pharrell Williams, et al. v. Frankie Gaye, et al.","Robin Thicke, Pharrell Williams",Blurred Lines,defendant,Robin Thicke feat. Pharrell & T.I.,Blurred Lines,0.95
619,271,2018,"Lela Weems v. Odd Future Records, et al.",Tyler Okonma,Deathcamp,defendant,"Tyler, the Creator",DEATHCAMP,0.95
620,272,2018,"Michael May v. Miley Ray Cyrus, et al.",Miley Ray Cyrus,We Can't Stop,defendant,Miley Cyrus,We Can't Stop,0.95
621,273,2018,[INPLAY] Platinum Jack Entertainment v. ESPN and Chick-Fil-A,Chick-Fil-A Advertising Agency,Ads Aired on ESPN,defendant,Not Applicable,Not Applicable,0.0
622,274,2018,Carey v. Sheeran,Edward Sheeran,The Rest of Our Life,defendant,Tim McGraw & Faith Hill,The Rest of Our Life,0.95
623,275,2018,"Del Rio v. Virgin America, et al.",Virgin America,,defendant,N/A,N/A,0.0
624,276,2018,"Jamie Ciero v. Disney, et al.",Disney,Let It Go,defendant,Idina Menzel,Let It Go,1.0
625,277,2018,Tracy Chapman v. Nicki Minaj,Nicki Minaj ft. Nas,Sorry,defendant,Nicki Minaj,Sorry,0.9
626,278,2018,"[INPLAY] Brighter Sky Productions LLC, et al. v. Marriott International, Inc., et al.","Marriott International, Inc, and Universal Pictures",October Sky Musical,defendant,Steve Margoshes,October Sky: The Musical,0.7
627,279,2018,"Benny Mardones, et al. v. Cyndi Lauper, et al.",Cyndi Lauper,Raise You Up,defendant,Cyndi Lauper,Raise You Up,0.9
628,280,2018,"Richard Morrill v. Gwen Stefani, Pharrell Williams, et al.",Gwen Stefani & Pharrell Williams,Spark the Fire,defendant,Gwen Stefani,Spark the Fire,0.98
629,281,2018,Stahlgewitter v. Frei.Wild,Frei.Wild,"Schenkt uns Dummheit, kein Niveau",defendant,Frei.Wild,Schenker Uns Dummheit Kein Niveau,0.95
630,282,2018,Harumaki Gohan v. Mori,Yamato Mori,M.A.K.E.,defendant,Harumaki Gohan,M.A.K.E.,0.8
631,283,2019,Eight Mile Style v. New Zealand National Party,Michael Cohen,Eminem Esque,defendant,Eminem,Lose Yourself,0.9
632,284,2019,The Rolling Stones v. The Verve,The Verve,Bittersweet Symphony,defendant,The Verve,Bitter Sweet Symphony,0.95
633,285,2019,"Andrew Green v. Kanye West, et al.",Kanye West,Ultralight Beam,defendant,Kanye West,Ultralight Beam,0.95
634,286,2019,"William Smith et al. v. ""The Weeknd""",Abel M. Tesfaye (“The Weeknd”),A Lonely Night,defendant,The Weeknd,A Lonely Night,0.95
635,287,2019,"Song-a-tron Music, et al. v. Jones, et al.","Christian Jones (""TeeFLii"")",24 Hours,defendant,TeeFLii,24 Hours,0.95
636,288,2019,[INPLAY] Hütter v. Pelha,Sabrina Setlur,Nur mir,defendant,Sabrina Setlur,Nur mir,0.95
637,289,2019,Mimi Korman v. Julio Iglesias,Julio Iglesias,Me Olvide de Vivir,defendant,Julio Iglesias,Me Olvidé de Vivir,0.95
638,290,2019,"Rodriguez v. Avalos, et al.","Eric Avalos, Courtney Rico, Chavalos Music, Inc.",Pediré,defendant,La Sonora Dinamita,Pediré,0.7
639,291,2019,"[INPLAY] Nicholas v. Pigott, et al.","Adam J. Pigott (""BlaqNmilD""); Aubrey Drake Graham (""Drake"")",That beat; In my feelings; Nice for what,defendant,Drake,In My Feelings,0.95
640,292,2019,"[INPLAY] Brandon Lee (""Don Lee""), et al. v. Hill (""Lil Nas X""), et al.","Montero Lamar Hill (""Lil Nas X""), et al.",Rodeo,defendant,Lil Nas X & Cardi B,Rodeo,0.95
641,293,2019,Zachry Brown v. Ryan Tedder,Ryan Tedder,,defendant,OneRepublic,nan,0.5
642,294,2019,"Mark Halper v. Sony/ATV Music Publishing, LLC, et al.","Sam Smith, et al.",Stay With Me,defendant,Sam Smith,Stay With Me,0.95
643,295,2019,New Day Worldwide v. Taylor Swift,Taylor Swift,Shake it Off,defendant,Taylor Swift,Shake It Off,0.99
644,296,2019,"[INPLAY] Key, et al. (""Yellowcard"") v. Higgins, et al. (""Juice WRLD"")","Jared A. Higgins (""Juice WRLD""), et al.",Lucid Dreams,defendant,Juice WRLD,Lucid Dreams,0.99
645,297,2019,Brown v. Netflix,"Netflix, et al.",Burlesque: Heart of the Glitter Tribe (film),defendant,Christina Aguilera,Burlesque,0.7
646,298,2019,Guity v. Santos,Anthony Santos,Eres Mia,defendant,Romeo Santos,Eres Mía,0.95
647,299,2019,"Pickett v. Migos Touring, Inc., et al.","Migos Touring, Inc. (""Migos""), et al.",Walk It Talk IT,defendant,Migos,Walk It Talk It,0.95
648,300,2019,Stone v. Dudley,Chelsea Dudley a/k/a/ Chanel West Coast,Sharon Stoned,defendant,Chanel West Coast,Sharon Stoned,0.95
649,301,2019,"Batiste v. Lewis, et al.","Ryan Lewis; Ben Haggerty (""Macklemore"")",Thrift Shop; Neon Cathedral,defendant,Macklemore & Ryan Lewis,Neon Cathedral,0.95
650,302,2019,[INPLAY] Richardson v. Kharbouch,"Karim Kharbouch aka French Montana;
Excuse My French",Ain’t Worried About Nothin,defendant,French Montana,Ain't Worried About Nothin',0.95
651,303,2019,Hines v. Roc-A-Fella Records Inc. et al.,Jay-Z; Timbaland,Paper Chase; Toe 2 Toe,defendant,Jay-Z,Paper Chase,0.95
652,304,2019,"Jefferson v. Raisen, et al.",Justin Raisen; Jeremiah Raisen,Healthy (Demo),defendant,Lizzo,Truth Hurts,0.9
653,305,2019,Saregama India v. Balaji,"Meet Bros, et al.",Dhagala Lagali Kala,defendant,Meet Bros,Dhagala Lagali Kala,0.9
654,306,2020,Estate of James Oscar Smith v. Cash Money Records,"Aubrey Drake Graham aka ""Drake""",Pound Cake,defendant,Drake,Pound Cake / Paris Morton Music 2,0.95
655,307,2020,"Yeasayer v. Tesfaye (""The Weeknd"")",Abel Makkonen Tesfaye (“The Weeknd”); Kendrick Lamar Duckworth,Pray for Me,defendant,The Weeknd & Kendrick Lamar,Pray for Me,0.95
656,308,2020,Michael Skidmore v. Led Zeppelin,Jimmy Page,Stairway to Heaven,defendant,Led Zeppelin,Stairway to Heaven,1.0
657,309,2020,"Marcus Gray, et al. v. Katy Perry","Katy Perry, et al.",Dark Horse,defendant,Katy Perry,Dark Horse,0.99
658,310,2020,[INPLAY] Armes v. Post,"Austin Post (aka ""Post Malone"")",,defendant,Post Malone,Circles,0.95
659,311,2020,[INPLAY] Gordon v. Chambers,"Brytavious Chambers (“Tay Keith”);
Daniel Hernandez (“Takashi 6ix9ine”)",Stoopid,defendant,6ix9ine feat. Bobby Shmurda,STOOPID,0.95
660,312,2020,"[INPLAY] Griffin v. Sheeran, et al.","Amy Wadge, Ed Sheeran",Thinking Out Loud,defendant,Ed Sheeran,Thinking Out Loud,1.0
661,313,2020,"[INPLAY] Jackson v. Apple, Inc.","Apple, Inc., et al.",,defendant,Apple Inc.,Unknown,0.2
662,314,2020,[INPLAY] Basil v. AMC,,,defendant,Boogie Down Productions,My Philosophy,0.7
663,315,2020,"[INPLAY] Stines v. Knowles, et. al.",The Carters,Black Effect,defendant,The Carters,Black Effect,0.95
664,316,2020,"Jackson (""50 Cent"") v. Roberts","William Leonard Roberts II (""Rick Ross"")",Renzel Remixes,defendant,Rick Ross,Renzel Remixes,0.98
665,317,2020,[INPLAY] Hayes v. Lamar,Kendrick Lamar,Loyalty,defendant,Kendrick Lamar feat. Rihanna,LOYALTY.,0.95
666,318,2020,Stone v. Grande,Ariana Grande,7 Rings,defendant,Ariana Grande,7 rings,0.95
667,319,2020,Sheeran v. Chokri,Ed Sheeran,Shape of You,defendant,Ed Sheeran,Shape of You,0.99
668,320,2020,Structured Asset Sales v. Sheeran,Ed Sheeran,Thinking Out Loud,defendant,Ed Sheeran,Thinking Out Loud,1.0
669,321,2020,"Norwood v. Quality Control Music, LLC",Offset,How Did I Get Here ft. J. Cole,defendant,Offset feat. J. Cole,How Did I Get Here,0.95
670,322,2021,"Nwosuocha v. Glover, et al.",Donald Glover,This Is America,defendant,Childish Gambino,This Is America,1.0
671,323,2021,"[INPLAY] Cooper, et al. v. Brown, et al.",Chris Brown & Drake,No Guidance,defendant,Chris Brown feat. Drake,No Guidance,0.98
672,324,2021,"[INPLAY] Cates v. Shlemovitz, et al.","Shlemovitz, et al.",FeBreze Tagline,defendant,Shlomo Shlemovitz,Febreze Tagline,0.4
673,325,2021,Robinson v. Wilburn,Future,When I Think About It,defendant,Future,Thought It Was a Drought,0.6
674,326,2021,Johannsongs-Publishing Ltd. v. Lovland,Rolf Løvland,You Raised Me Up,defendant,Josh Groban,You Raise Me Up,0.9
675,327,2021,[InPlay] Cleveland Constantine Browne et al. v. Rodney Sebastian Clark Donalds et al.,Luis Fonsi,Despacito,defendant,Luis Fonsi & Daddy Yankee,Despacito,0.95
676,328,2021,"AOM Music, Inc v. Benito Antonio Martínez Ocasio (p/k/a Bad Bunny)",Benito Antonio Martínez Ocasio p/k/a Bad Bunny,Safaera,defendant,"Bad Bunny, Jowell & Randy, and Ñengo Flow",Safaera,0.95
677,329,2022,[INPLAY] Ultra v. West,Kanye West,Flowers,defendant,Kanye West,Flowers,0.9
678,330,2022,Frisby v. Sony,J. Cole; Bryson Tiller,Deja Vu; Exchange,defendant,Bryson Tiller,Exchange,0.95
679,331,2022,"Cope v. Dua Lipa, et al",Dua Lipa,Levitating,defendant,Dua Lipa,Levitating,0.95
680,332,2022,[InPlay} Quinn et al v. Powell et al.,"Roland Powell p/k/a Lil' Duvall, Rich Broke Entertainment, LLC",Living My Best Life,defendant,Lil Duval feat. Snoop Dogg & Ball Greezy,Smile B*tch (Living My Best Life),0.95
681,333,2022,[InPlay] Larball Publ'g Co. v. Lipa,Dua Lipa,Levitating,defendant,Dua Lipa,Levitating,0.95
682,334,2022,[InPlay] Phase One Network v. Kanye West,Kanye West,Life of the Party,defendant,Kanye West,Life of the Party,0.95
683,335,2022,Moten v. Def Jam,Kanye West,Come to Life,defendant,Kanye West,Come to Life,0.95
684,336,2022,Patrick v. Poree,April Louise Poree,,defendant,April Louise Poree,Unknown,0.2
685,337,2022,Grigson v. Lopez,Kristen Anderson Lopez,Some Things Never Change,defendant,"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff",Some Things Never Change,0.85
686,338,2022,Sound & Color v. Sam Smith,"Sam Smith, Normani",Dancing with a Stranger,defendant,Sam Smith & Normani,Dancing with a Stranger,0.99
687,339,2022,[InPlay] Third Side Music v. Evenflo Co.,Evenflo,Ad Background Music,defendant,Unknown Artist,Unknown Title,0.2
688,340,2023,Astley v. Hauri,Yung Gravy,Betty (Get Money),defendant,Yung Gravy,Betty (Get Money),0.95
689,341,2023,Stone v. Carey,Mariah Carey,All I Want for Christmas is You,defendant,Mariah Carey,All I Want for Christmas Is You,0.99
690,342,2023,[InPlay] Formal Entertainment v. Zayn Malik,"Zayn Malik p/k/a ""Zayn""",Better,defendant,ZAYN,Better,0.95
691,343,2023,"[InPlay] Darko v. Grahm, et al.",Drake,Calling My Name,defendant,Drake,Calling My Name,0.9
692,344,2023,"[InPlay] Concord Music Group, et al. v. Anthropic PBC",Anthropic PBC,,defendant,Concord Music Group,[Various Artists],0.2
693,345,2024,Chamberlain v. Dolo Entertainment,Isis Naija Gaston a/k/a Ice Spice,In Ha Mood,defendant,Ice Spice,In Ha Mood,0.95
694,346,2024,"Peabody & Company LLC v. Wayne, et al.",Roddy Ricch,The Box,defendant,Roddy Ricch,The Box,0.99
695,347,2024,"Johnston v. Kroeger, et al.",Nickelback,Rockstar,defendant,Nickelback,Rockstar,0.95
,case_id,year,case_name,case_artist,case_title,case_role,gpt_artist,gpt_title,gpt_conf
