case_id,year,case_name,case_artist,case_title,case_role,gpt_artist,gpt_title,gpt_conf,musicbrainz_id,mb_artist,mb_title,case_status
15,1923,"Marks v. Leo Feist, Inc.",H. Pitman Clarke,Swanee River Moon,defendant,H. Pitman Clarke,Swanee River Moon,0.8,29f421de-9e62-4105-8a89-5a57cc603018,Charles Hart & Elliott Shaw,Swanee River Moon,
16,1924,"Fred Fisher, Inc. v. Dillingham",Jerome Kern,Ka-lu-a,defendant,Jerome Kern,Ka-lu-a,0.9,8866cac0-8845-4164-8336-0a6b786098bf,Jerome Kern,A Little Thing Like a Kiss,
17,1928,Italian Book Company v. Rossi,A. A.Galasso,Mamma Mia M'ha Maritan,defendant,Beniamino Gigli,"Mamma mia, che vo' sapé?",0.6,87cd41de-18da-419d-a59d-ba31a1e2bb40,Beniamino Gigli,"Mamma mia, che vo’ sape’",
18,1932,Gotham Music v. Denton Music Publishing,Anonymous,St. James' Infirmary or Gambler's Blues,defendant,Louis Armstrong,St. James Infirmary Blues,0.8,5c2a76c6-7a99-4219-9d52-33784609d3aa,Louis Armstrong,St. James Infirmary Blues,
19,1933,Arnstein v. Shilkret,Nathaniel Shilkret,Lady Divine,defendant,Nathaniel Shilkret,Lady Divine,0.8,6b03bf3d-d88e-4f69-bc76-48b8d3ebb4fa,Nathaniel Shilkret,Dancing With Tears in My Eyes,
20,1934,Park v. Warner Brothers,"Harry Warren, Al Dubin",What are Your Intentions?,defendant,Harry Warren & Al Dubin,What Are Your Intentions?,0.75,23df870e-f594-42ad-ba7e-11aebdd16e42,Harry Warren & Al Dubin,Song of the Marines,
21,1935,Wilkie v. Santly Brothers,Bernice Petkere,Starlight,defendant,Jeff Beal featuring Bernice Petkere,Close Your Eyes,0.6,dcabcd90-186e-4ebf-bcf8-1c8a3c595324,Jeff Barone,Close Your Eyes,
22,1936,Arnstein v. Edward Marks,Emery Deutsch and Arthur Altman,"Play, Fiddle, Play",defendant,Emery Deutsch and Arthur Altman,"Play, Fiddle, Play",0.9,30abcd71-68b2-458e-b279-9d768bedb284,Ray Noble and His Orchestra & Al Bowlly,"Play, Fiddle Play",
23,1936,Norden v. Oliver Ditson,Anonymous arranger,O Gladsome Light,defendant,Anonymous,O Gladsome Light,0.8,db638bfd-5452-4d25-95f8-dd734ae195a3,"West Coast Mennonite Chamber Choir, Tony Funk",Gladsome Light,
24,1937,Hirsch v. Paramount Pictures,Harry Revel,Without a Word of Warning,defendant,Bing Crosby,Without a Word of Warning,0.8,bde0e267-ba83-4121-9879-0259574cf77a,Bing Crosby,Without a Word of Warning,
25,1939,Arnstein v. ASCAP,Joe Burke,My Wishing Song,defendant,Joe Burke,My Wishing Song,0.85,b2757722-6cf6-4faa-9713-56cbcc1ced00,Joe Burke,My Darling Asleep / Cailleach an Airgid (jigs),
26,1940,Darrell v. Joe Morris Music,"Sherman, Meskill, and Silver",On the Beach at Bali-Bali,defendant,Tommy Dorsey,On the Beach at Bali Bali,0.8,aff4dce6-134b-41ed-bf94-4d93acfa999b,Tommy Dorsey,On the Beach at Bali-Bali,
27,1940,Davilla v. Harms,Sigmund Romberg,Desert Song,defendant,Sigmund Romberg,The Desert Song,0.85,16d4b644-aaf4-4040-bb01-030a669d3cd2,Sigmund Romberg,Desert Song: Desert Song Waltz,
28,1941,Allen v. Walt Disney,Frank Churchill,Someday My Prince Will Come,defendant,Adriana Caselotti,Someday My Prince Will Come,0.95,3f2c7585-8bbe-4898-8123-89555b7a34cf,Adriana Caselotti,Someday My Prince Will Come,
29,1941,Marks v. Stasny,Anonymous,Allà en el Rancho Grande,defendant,Jorge Negrete,Allá en el Rancho Grande,0.8,2977ff78-3f05-41f7-ae68-a61416887758,Jorge Negrete,Allá en el Rancho Grande,
30,1942,Carew v. R.K.O. Radio Pictures,Jerome Brainan,Chatterbox,defendant,Jerome Brainin,Chatterbox,0.7,f805a60d-ceb8-4601-b0d6-ee276ec81790,Sid Vicious,Chatterbox,
31,1942,McMahon v. Harms,John Openshaw,Love Sends A Little Gift of Roses,defendant,John Openshaw,Love Sends a Little Gift of Roses,0.9,0b92bf82-d884-4244-a172-c529dde6c534,Fritz Kreisler,Openshaw Love Sends a Little Gift of Roses,
32,1943,Arnstein v. Broadcast Music,Hy Zaret et al.,It All Comes Back to Me Now,defendant,Gene Austin,It All Comes Back to Me Now,0.7,e1267e1b-69a5-4760-9d83-a82b9dba31c6,Gene Krupa,It All Comes Back to Me Now,
33,1943,Arnstein v. Twentieth Century Fox,Harry Warren,I've Got a Gal in Kalamazoo,defendant,Glenn Miller and His Orchestra,(I've Got a Gal in) Kalamazoo,0.95,e827072c-f7d1-44da-ba2b-9e7404670465,Glenn Miller and His Orchestra,(I've Got a Gal in) Kalamazoo,
34,1944,"Gingg v. Twentieth Century Fox Film Corp, et al.",Mack Gordon and Harry Warren,There Will Never Be Another You,defendant,Nat King Cole,There Will Never Be Another You,0.85,53f4d14e-252e-48e4-ab1d-76df592f2e65,Nat King Cole,There Will Never Be Another You,
35,1944,Edward B. Marks Music Corp. v. Jerry Vogel Music Co.,,,defendant,Unknown,Unknown,0.0,48a4ffb3-c707-4548-8ad6-b098acd11088,[unknown],[unknown],
36,1945,Brodsky v. Universal Pictures Company,Hans Salter,Bad Lands of Dakota,defendant,Hans J. Salter,Badlands of Dakota,0.8,d18c672e-81d4-4693-976e-61316343ce2b,Hans J. Salter,The Ghost of Frankenstein: Death of the Unholy Three,
37,1945,Jewel Music v. Leo Feist,Roger Edens,Drummer Boy,defendant,Roger Edens,The Little Drummer Boy,0.6,b6bec234-433a-4cd6-a302-95bb40a8a765,Roger Weaver,Little Drummer Boy,
38,1946,Arnstein v. Porter,Cole Porter,Don't Fence Me In,defendant,Bing Crosby and The Andrews Sisters,Don't Fence Me In,0.8,2473643a-5739-4ec5-950b-ea6bf00ed096,Bing Crosby & The Andrews Sisters,Don’t Fence Me In,
39,1946,Heim v. Universal Pictures,Aldo Franchetti,Perhaps,defendant,Vera Lynn,Perhaps,0.6,be6c170e-be9e-4fa3-9e89-dedf18e3238d,Vera Brittain,Perhaps,
40,1948,Baron v. Leo Feist,Jeri Sullivan and Paul Baron,Rum and Coca-Cola,defendant,The Andrews Sisters,Rum and Coca-Cola,0.95,b8f1b62d-46fe-49b4-84f2-a552cff927b0,The Andrews Sisters,Rum and Coca Cola,
41,1948,Kahn v. Leo Feist,Leo Feist,Rum and Coca-Cola,defendant,The Andrews Sisters,Rum and Coca-Cola,0.95,b8f1b62d-46fe-49b4-84f2-a552cff927b0,The Andrews Sisters,Rum and Coca Cola,
42,1950,"Shapiro, Bernstein v. Miracle Record",Alphonso Tompkins and Lewis Simpkins,Long Gone,defendant,Sonny Thompson,Long Gone,0.85,94d5be42-2951-4e84-ba03-4723e1867f06,Sonny Thompson,Long Gone,
43,1951,Jones v. Supreme Music,Francis Craig,Near You,defendant,Francis Craig,Near You,0.95,f3058b84-93f7-4d7e-a3ae-1428d8587cc7,Francis Craig,Near You,
44,1952,Northern Music v. King Record Distribution,Henry B. Glover,"I Love You, Yes I Do",defendant,Bull Moose Jackson,I Love You Yes I Do,0.9,2664b5f9-529b-4852-9e7c-a1332e8529f1,Bull Moose Jackson,"I Love You, Yes I Do",
45,1953,Overman v. Loesser,Frank Loesser,On a Slow Boat to China,defendant,Frank Loesser,On a Slow Boat to China,0.95,d8bb4c2a-8990-4420-a3d9-22d491bf499d,Hot Club de Frank,On a Slow Boat to China,
46,1954,Robbins v. Alamo,Miklos Rozsa,"Theme for 1946 movie, ""The Killers""",defendant,Miklós Rózsa,The Killers (1946 film score),0.95,0c7ebe8e-f201-43c8-8057-655a5514a3d7,Miklós Rózsa,The Killers 1946,
47,1954,Mills Music v. Cromwell Music,Issachar Miron & Julius Grossman,"Tzena, Tzena",defendant,The Weavers,"Tzena, Tzena, Tzena",0.95,18d55144-afee-43a4-8b53-ab66502a27f3,The Weavers,Tzena Tzena Tzena,
48,1956,Robertson v. Batten,"Song Ads, Inc.",Ad for San Francisco Brewing Company,defendant,Andrews Sisters,Rum and Coca-Cola,0.6,b8f1b62d-46fe-49b4-84f2-a552cff927b0,The Andrews Sisters,Rum and Coca Cola,
49,1956,Smith v. Muehlebach Brewing,Muehlebach Brewing,Time for Muehlebach,defendant,Unknown Artist,Time for Muehlebach,0.2,b8df782c-6805-48a3-8aba-0d4073a34bbd,Artist Unknown,Intro - Time For Trance,
50,1956,Wihtol v. Wells,Kenneth H. Wells,My God and I,defendant,Don Cornell,My God and I,0.6,a3d8036e-e9c2-4129-9733-b8ca74bbdd6c,Don Cornell,When I Take My Sugar to My Tea,
51,1958,Cholvin v. B & F Music,Kaczmarek,While We Dream,defendant,The Crests,16 Candles,0.8,1cfcace3-c908-4cbe-8914-3eebf92b4c65,The Crests,16 Candles,
52,1959,Dorchester Music v. National Broadcasting Company,Charles Green,I Dreamed,defendant,Charles Green,I Dreamed,0.8,5714cf31-e35a-427a-924a-669cf6ea069f,the brilliant green,I NEVER DREAMED,
53,1960,Walters v. Shari Music Publishing,Erving Burgie,Jamaica Farewell,defendant,Harry Belafonte,Jamaica Farewell,0.95,4b329138-8538-4024-bb0b-786972f13bc5,Harry Belafonte,Jamaica Farewell,
54,1963,Francis Day & Hunter v. Bron,Peter de Angelis,Why,defendant,Frankie Avalon,Why,0.9,233398e9-0482-457a-b24e-af13313db94b,Frankie Avalon,Why,
55,1964,Irving Berlin et al. v. E.C. Publications,Frank Jacobs and Larry Siegel,Louella Schwartz Describes Her Malady,defendant,Mad Magazine (parody),Lorelei (Parody Version: Louella Schwartz Describes Her Malady),0.7,b8ab7799-a40a-42e7-8052-3dea598094e5,Mad Magazine,Her Mustache,
56,1964,"Nom Music, Inc. V. Kaslin",James Sheppard and William Miller,Daddy's Home,defendant,Shep and the Limelites,Daddy's Home,0.95,2639b191-f903-4b7b-858f-e613a1cdd10f,Shep & the Limelites,Daddy’s Home,
57,1965,Life Music v. Broadcast Music,Robert Sherman,SUPERCALIFRAGILISTIC EXPIALIDOCIOUS,defendant,Julie Andrews and Dick Van Dyke,Supercalifragilisticexpialidocious,0.95,a4c6ea34-99c2-4fb2-aee9-0b1475261dcb,"Julie Andrews, Dick Van Dyke",Supercalifragilisticexpialidocious,
58,1965,Nordstrom v. R.C.A.,Jerry Herman,Shalom,defendant,Jerry Herman,Shalom,0.7,7e04aa83-ab1c-4fd5-997e-112a79209a03,Jerry Herman,Shalom,
59,1967,Packson v. Jobete,"Eddie Holland, Brian Holland, Lamont Dozier",Baby Love,defendant,The Supremes,Baby Love,0.98,2b1df3da-5b73-41f9-8530-f9c9b0f80d74,Frank Zappa,Baby Love [Supremes],
60,1967,In re Geman Collecting Society GEMA,,,defendant,The Beatles,Help!,0.4,d1cd14de-1d35-49b9-89de-94e5d95589af,The Beatles,Help!,
61,1969,Leo Feist v. Apollo Records,Gene Sayet & Sidney Feldman,"Toot, Toot, Tootsie",defendant,Al Jolson,"Toot, Toot, Tootsie (Goodbye)",0.9,4c603dba-8608-4af8-9fc1-731003193217,Al Jolson,"""Toot Toot Tootsie (Goodbye)""",
62,1970,Bote & Bock Musik v. Melodie der Welt GmbH & Co KG,Gerhard Wendland,Tanze mit mir in den Morgen (Mitternachtstango),defendant,Gerhard Wendland,Tanze mit mir in den Morgen,0.95,5f6f765c-d675-4b7e-a3c8-6bda0a7028c6,Gerhard Wendland,Tanze mit mir in den Morgen,
63,1973,Strachborneo v. Arc Music,McKinley Morganfield,Got My Mojo Working,defendant,Muddy Waters,Got My Mojo Working,0.95,bd8d4a9a-18e4-4818-bc48-ce948ad8633f,Muddy Waters,Got My Mojo Working,
64,1975,Mood Music v. De Wolfe,Jack Trombey,Girl in the Dark,defendant,Jack Trombey,Girl in the Dark,0.85,195a6fe5-294c-4641-89b1-69f98b366806,Jack Trombey,Dark Earth,
65,1976,Bright Tunes Music v. Harrisongs Music,George Harrison,My Sweet Lord,defendant,George Harrison,My Sweet Lord,0.95,a14e1c73-d0a8-41b5-9726-bad6b7f777ba,Claudio Nuñez,My Sweet Lord (Harrison),
66,1976,Granite Music v. United Artists,Ernest Gold,Hiding the Wine,defendant,Ernest Gold,Exodus,0.7,fc6d8a13-4c38-4177-86ad-8abb922b41ff,Ernest Gold,Theme of Exodus (from “Exodus”),
67,1976,MCA Music v. Earl Wilson,Earl Wilson and Billy Cunningham,The Cunnilingus Champion of Co. C,defendant,Dr. Hook & the Medicine Show,The Cover of 'Rolling Stone',0.6,a526bfb7-49e1-44e0-aa0a-9121002fae5e,Dr. Hook & the Medicine Show,The Cover of “Rolling Stone”,
68,1978,Ferguson v. National Broadcasting Company,John Williams,"Theme from ""A Time to Love""",defendant,John Williams,A Time to Love,0.85,4311dd64-4da0-439b-9c7c-01f0b19fcd94,John Williams,To Love,
69,1978,Herald Square Music v. Living Music,Ray Ellis,"Theme for N.B.C.'s ""Today Show""",defendant,Ray Ellis,The Today Show Theme,0.8,13dabf94-2046-40b2-9b7a-0dc83b48e9b8,Ray Ellis,Melissa's Theme Instrumental,
70,1978,Plymouth Music Co. v. Magnus Organ Corp.,Anonymous,Holiday Polka,defendant,Bobby Vinton,My Song of Love (Holiday Polka),0.7,22da4370-66d5-4b08-9d5e-f741cf0c32fb,Bobby Vinton,My Song of Love,
71,1978,Harry v. Suzuki,Doumei Suzuki,One Rainy Night in Tokyo,defendant,Doumei Suzuki,One Rainy Night in Tokyo,0.9,d66d6b2b-4688-4f7e-824f-f70fe5b1e448,Werner Müller and his Orchestra,One Rainy Night in Tokyo,
72,1980,Elsmere Music v. N.B.C.,National Broadcasting Company,National Broadcasting Company,defendant,Lou Reed,Walk on the Wild Side,0.8,78c3bec7-d8e0-4964-92a8-aebb7cfc07e9,Lou Reed,Walk on the Wild Side,
73,1980,Hanseatic Musikverlag v. Bellver Musikverlag,Juan Bastos,Loop Di Love,defendant,Juan Bastos,Loop Di Love,0.85,a9e6dd3f-8cb5-4667-ad1a-8c462ba83dc5,Juan Bastos,Loop Di Love,
74,1980,Testa v. Janssen,Danny Janssen and Bobby Hart,Keep on Singing,defendant,Helen Reddy,Keep on Singing,0.9,49a82155-7deb-4532-9669-f981edc7084a,Helen Reddy,Keep on Singing,
75,1982,Gondos v. Hardy,"Hagood Hardy, Rudy and Jerry Toth","The Homecoming, Moment of Love",defendant,Hagood Hardy,The Homecoming,0.95,d805a33c-08c5-485c-a31d-0a225c86ed04,Hagood Hardy,The Homecoming,
76,1984,Selle v. Gibb,Barry Gibb et al.,Barry Gibb et al.,defendant,Bee Gees,How Deep Is Your Love,0.8,9f5b1317-24cd-484f-870a-c68ad6109c68,Bee Gees,How Deep Is Your Love,
77,1984,Pendleton v. Acuff-Rose,Elizabeth Jane Anderson,Mama’s Shoe Box,defendant,John Anderson,Mama's Don't Let Your Babies Grow Up to Be Cowboys,0.5,00d38755-23dd-4f3f-b25f-614371619730,Tony Joe White,Mama Don't Let Your Cowboys Grow Up to Be Babies,
78,1985,"Cream Records, Inc. v. Jos. Schlitz Brewing Co.",Benton and Bowles,TV Ad for Schlitz Beer,defendant,Cream,Sunshine of Your Love,0.7,790e4226-0793-46ea-8668-d96a36e6e243,Cream,Sunshine of Your Love,
79,1985,Lawson v. Dundas,David Dundas,Channel 4 Jingle,defendant,David Dundas and Roger Greenaway,Channel 4 (Fourscore),0.9,629fbee7-ffcc-4052-8e20-91b56b1f7c2c,The Airwave Orchestra,Fourscore (The Channel 4 Theme),
80,1985,Dixon v. Atlantic Recording Corp.,Led Zeppelin,Whole Lotta Love,defendant,Led Zeppelin,Whole Lotta Love,1.0,9d9c8206-8b4c-45fc-8f12-ffc1940b2b7f,Led Zeppelin,Whole Lotta Love,
81,1986,Anheuser Busch v. Elsmere Music,Gavin Spencer,Budweiser Beer Commercial (1985),defendant,Steve Karmen,Budweiser Commercial (Here Comes the King),0.6,f04fc421-cd84-42e8-a595-54c96d1c5315,Steve Karmen,Here Comes The King,
82,1986,Benson v. Coca-Cola,Coca-Cola Company,I'd Like to Buy the World a Coke,defendant,The New Seekers,I'd Like to Teach the World to Sing (In Perfect Harmony),0.95,6f6665bc-2dec-4f47-93f7-1efc8e9dbf53,New Seekers,I’d Like to Teach the World to Sing (In Perfect Harmony),
83,1986,Fisher v. Dees,Rick Dees,When Sonny Sniffs Glue,defendant,Rick Dees,When Sonny Sniffs Glue,0.8,c33de1b7-3877-4a77-9086-7d12f7544aef,"Rick Dees, Danny Gans",When Sonny Sniffs Glue,
84,1987,Baxter v. MCA,John Williams,Theme from 'E.T.',defendant,John Williams,Theme from E.T. the Extra-Terrestrial,0.95,68e9a979-c52c-4cff-b900-460aaf7a4784,John Williams,E.T The Extra-Terrestrial: Theme,
85,1987,Siskind v. Newton-John,Olivia Newton-John,Take a Chance,defendant,Olivia Newton-John,Take a Chance,0.9,a26dd44c-c201-4369-95a9-4cf487d6316a,Olivia Newton‐John,Take A Chance (Remastered 2021),
86,1987,Verge v. Imperial Oil Ltd.,Steven Benderoth,Hockey Night Theme,defendant,Dolores Claman,The Hockey Theme,0.95,b0f46bd5-17b3-4750-a3a8-43bcfbb646e1,Dolores Claman,The Hockey Theme: Opening,
87,1987,Warner Bros. v. Dundas,David Dundas,Advertisement for Kenco Coffee,defendant,David Dundas,Jeans On,0.9,6cad4831-dc0d-4598-91c5-debcfcfae979,David Dundas,Jeans On,
88,1987,Williamson v. Pearson Partnership,Denis King,Advertisement for Rapid Coach Service,defendant,Not Applicable,Not Applicable,0.3,2e3955c1-23cc-4d92-8ef1-854ba3b2df8c,Not Applicable,Test Tone,
89,1988,Gaste v. Morris Kaiserman,Morris Kaiserman,Feelings,defendant,Morris Albert,Feelings,0.95,7a53dacc-0408-46f0-86a0-6ea0814ea5a4,Morris Albert,Feelings,
90,1988,Magazine-Music Verlag v. Ralph Siegel,Nicole,Ein bisschen Frieden,defendant,Nicole,Ein bisschen Frieden,0.95,3486f4bb-4dec-4676-97ab-1209b1e286e9,Nicole,Ein bisschen Frieden,
91,1988,Edition Magazine Music v. Sony ATV,"Earth, Wind & Fire",Fantasy,defendant,"Earth, Wind & Fire",Fantasy,1.0,bb6835c7-b44e-49a9-b710-f8430a375d34,"Earth, Wind & Fire","Earth, Wind & Fire",
92,1989,CBS Records Australia v. Guy Cross,Guy Cross,Ring My Bell (Trackdown Version),defendant,Anita Ward,Ring My Bell,0.8,c80b8a85-69b9-4200-8f82-0a45bcbb4687,Anita Ward,Ring My Bell,
93,1990,Queen & David Bowie v. Vanilla Ice,Vanilla Ice,Ice Ice Baby,defendant,Vanilla Ice,Ice Ice Baby,0.99,2eeb3da8-f363-4458-980f-88fc846beeee,Vanilla Ice,Ice Ice Baby,
94,1990,Dawson v. Hinshaw Music,Gilbert Martin (Arr.),Ezekiel Saw De Wheel,defendant,Traditional,Ezekiel Saw De Wheel,0.85,fa1a6f49-5a08-4580-afd9-04725eb38b43,Elkins-Payne Jubilee Singers,Ezekiel Saw de Wheel,
95,1990,Levine v. McDonald's Corp.,McDonalds Corp.,Menu Song,defendant,McDonald's Corporation,Menu Song,0.8,d582fdb2-13fa-4a88-af1d-5acbc9ca076e,Bear McCreary,Ark Corporation Theme Song,
96,1990,Black v. Gosdin,Vern Gosdin,Set 'Em Up Joe,defendant,Vern Gosdin,Set 'Em Up Joe,0.95,058e0925-1692-4173-a908-d06c8170c9f4,Vern Gosdin,Set 'Em Up Joe,
97,1991,Grignon v. Roussel,Jean-Alain Roussel,Tous Les Juke-box,defendant,Jean-Alain Roussel,Tous Les Juke-box,0.85,0e26ab94-ea02-4179-8817-8f9571dc174b,Martine St-Clair,Tous les Juke-box,
98,1991,Grand Upright v. Warner,Biz Markie,Alone Again,defendant,Biz Markie,Alone Again,0.95,6da9e959-8c14-479c-a790-5055aa9b43fd,Biz Markie,Alone Again,
99,1991,Intersong-USA v. CBS,"Mario Balducci, Julio Iglesias",Hey,defendant,Julio Iglesias,Hey,0.95,3d62face-780d-4453-9a05-d03e3753d8dd,Julio Iglesias,Hey! (Hey!),
100,1991,McDonald v. Multimedia Entertainment,Dan Radlauer,"Theme Music for ""Sally Jesse Raphael Show""",defendant,Dan Radlauer,Theme from The Sally Jessy Raphael Show,0.8,9445d247-14af-4549-8312-db64be126074,Dan Radlauer,On the Down Low,
101,1991,Enigma v. Phlegma 1991,Phlegma,Madness I,defendant,Enigma,Sadeness (Part I),0.8,b4000933-2b7f-45b8-8bfd-ed4495e9b0e9,Enigma,"Sadeness, Part I",
102,1991,EMI U Catalog Inc. v. Far Musikverlag,Boney M.,Brown Girl in the Ring,defendant,Boney M.,Brown Girl in the Ring,1.0,236f988a-5ce2-4aec-bb79-300841e3c8b6,Boney M.,Brown Girl in the Ring,
103,1991,Herbolzheimer v. Farian,Boney M.,Brown Girl in the Ring,defendant,Boney M.,Brown Girl in the Ring,0.95,d4a14d14-5eb9-4fe2-b18a-eeb072dcda91,Boney M.,Brown Girl in the Ring,
104,1992,Chiate v. Morris,Stevland Morris,I Just Called to Say I Love You,defendant,Stevie Wonder,I Just Called to Say I Love You,0.95,121502bb-73c4-4f12-b56e-61cd7a292256,Stevie Wonder,Stevie Wonder– I Just Called To Say I Love You,
105,1992,Moore v. Columbia Pictures,Antonio Reid and Kenny Edmonds,"On Our Own (from ""Ghostbusters II"")",defendant,Bobby Brown,On Our Own,0.95,b4697eb3-5834-472e-a81e-fc0019ba522f,Bobby Brown,On Our Own,
106,1993,EMI Music v. Papathanasiou,Evangelos Papathanasiou,"Theme from ""Chariots of Fire""",defendant,Vangelis,Chariots of Fire,0.95,b08bd1a3-0749-4c78-bcd5-666a5c919015,Vangelis,Chariots of Fire -Chariots of Fire,
107,1993,Jarvis v. A & M Records,Robert Clivilles and David Cole,Get Dumb! (Free Your Body),defendant,The Crew,Get Dumb! (Free Your Body),0.85,7b6a35b1-c723-4de0-b9af-31fc680ecf4a,The Crew Featuring Freedom Williams,Get Dumb! (Free Your Body) (The Clivillés/Cole Club Mix),
109,1993,Sylvestre v. Oswald,Jani Lane,Heaven,defendant,Warrant,Heaven,0.95,b938e419-df67-4f8f-9c56-528fb8b50815,Warrant,Heaven,
110,1993,Les Inconnus v. Parker,Maceo And All The King's Men,Southwick,defendant,Maceo and All the King's Men,Southwick,0.9,8a41b93e-9414-45d7-8987-75d0ada366f8,Maceo and All the King’s Men,Southwick,
111,1994,Drynan v. Rostad,Wayne Rostad,Here We Are On the Road Again,defendant,Wayne Rostad,Here We Are On the Road Again,0.95,086177b1-95b1-4ac7-afcd-405bc0bce05a,Wayne Rostad,Again,
112,1994,Campbell v. Acuff-Rose,Luther Campbell,"Oh, Pretty Woman",defendant,2 Live Crew,Pretty Woman,0.95,f02a9726-be4b-474c-8537-6567a03ea951,The 2 Live Crew,Pretty Woman,
113,1994,Fantasy v. Fogerty,John Fogerty,The Old Man Down the Road,defendant,John Fogerty,The Old Man Down the Road,0.95,642dc21b-2b8d-4ff7-8fde-a9a4eda84c00,John Fogerty,Old Man Down the Road,
114,1994,Tin Pan Apple v. Miller Brewing,Miller Brewing Co.,TV ad for Miller Lite,defendant,Miller Brewing Company,Miller Lite Commercial,0.5,7e1bb150-6777-4726-accd-05d80ab07ee6,Archipelago Brewing Company,Child of God,
115,1995,Crystal Cartier v. Michael Jackson,Michael Jackson,Dangerous,defendant,Michael Jackson,Dangerous,0.95,9cb906f9-235a-43ff-910b-124eb84e78a1,Michael Jackson,Dangerous,
116,1995,La Cienega Music Co. v. ZZ Top,"William Gibbons, et al.",La Grange,defendant,ZZ Top,La Grange,0.95,cd3f5efa-bc5e-4064-a765-960494ad4bb4,ZZ Top,La Grange,
117,1995,Woods v. Bourne,,,defendant,Shaggy,Boombastic,0.7,d4f13b46-64bf-4aa3-931d-ff42b3d6d0e8,Shaggy,Boombastic,
118,1996,Palmieri v. Estefan,Gloria Estefan,Oye Mi Canto,defendant,Gloria Estefan,Oye Mi Canto (Hear My Voice),0.95,e8f842ef-e240-42fe-afe3-c6bc0b2a5c61,Gloria Estefan,Oye Mi Canto (Hear My Voice),
119,1996,Santrayll v. Burrell,Stanley Kirk Burrell,"Pepsi Ad featuring ""Hammer""",defendant,MC Hammer,U Can't Touch This,0.9,c43c3b96-3087-4c54-b2d5-ab05b13681bb,Beam vs. Cyrus feat. MC Hammer,U Can’t Touch This,
120,1996,Smith v. Michael Jackson,Michael Jackson,The Girl is Mine,defendant,Michael Jackson and Paul McCartney,The Girl Is Mine,0.95,4579fd48-dd0a-4846-95fb-148b29901880,Michael Jackson & Paul McCartney,The Girl Is Mine,
121,1997,Damiano v. Sony,Bob Dylan,Dignity,defendant,Bob Dylan,Dignity,0.95,645121d5-5dd0-43c8-9bcc-ec90b4234a65,Bob Dylan,Dignity,
122,1997,McRae v. Smith,Wayne Perry and Gerald Smith,Every Second,defendant,Collin Raye,Every Second,0.9,18e499b5-23f1-46b7-9c42-5f506317a37f,Collin Raye,Every Second,
123,1997,Repp v. Webber,Andrew Lloyd-Webber,Phantom Song,defendant,Andrew Lloyd Webber,The Phantom of the Opera,0.8,87da164b-a56e-48f5-926d-819991cd5da1,Andrew Lloyd Webber,The Phantom of the Opera,
124,1997,Tuff 'N' Rumble v. Profile Records,Joseph Simmonds et al.,Back from Hell,defendant,Run-D.M.C.,Back from Hell,0.95,357e4a0b-e770-4196-8c1e-fa16ef3cba3e,Run‐D.M.C.,Back From Hell,
125,1999,BTE v. Bonnecaze,,,defendant,Better Than Ezra,Good,0.8,8b27bad1-3f4f-4dd5-b4c8-a14a0014e76b,Better Than Ezra,Good,
126,1999,Ellis v. Diffie,Joe Diffie,Prop Me Up Beside the Jukebox (If I Die),defendant,Joe Diffie,Prop Me Up Beside the Jukebox (If I Die),0.95,b0274f38-a900-4d79-9c16-abc461474fa7,Joe Diffie,Prop Me Up Beside the Jukebox (If I Die),
127,1999,Selletti v. Carey,Mariah Carey,Hero,defendant,Mariah Carey,Hero,0.95,86c0df9a-7562-4c8c-a424-8fc7d15b24df,Mariah Carey,Hero,
128,1999,Suzane McKinley v. Collin Raye,Steve Seskin & Collin Raye,I Think About You,defendant,Collin Raye,I Think About You,0.95,fd971800-2d71-40ff-92f6-4f0b49feb1a2,Collin Raye,I Think About You,
129,1999,ZZ Top v. Chrysler Corp.,Chrysler Corporation,Promotional video for Plymouth Prowler,defendant,ZZ Top,La Grange,0.8,cd3f5efa-bc5e-4064-a765-960494ad4bb4,ZZ Top,La Grange,
130,1999,Anzilotti v. Hildenbeutel,Cygnus X,Superstring,defendant,Cygnus X,Superstring,0.95,b390b377-fd40-4dac-a56f-436a7598cd99,Cygnus X,Superstring,
131,2000,Armstrong v. Virgin Records,"Robert Del Naja, et al",Unfinished Sympathy,defendant,Massive Attack,Unfinished Sympathy,0.95,572baaa1-8f94-4a16-b16e-bd0809d6e716,Massive Attack,Unfinished Sympathy,
132,2000,Three Boys Music v. Michael Bolton,Michael Bolton and Andrew Goldmark,Love is a Wonderful Thing,defendant,Michael Bolton,Love Is a Wonderful Thing,0.95,a2194173-3262-4574-b8a5-dccc5b13b005,Michael Bolton,Love Is a Wonderful Thing,
133,2000,Tisi v. Patrick,Richard Patrick,Take A Picture,defendant,Filter,Take a Picture,0.95,7ddd7014-94cd-43f3-b3b1-a0ab97f2857c,Filter,Take a Picture,
134,2000,Bouffard v. Ministère Public,,Mashups of various songs in SACEM catalog,defendant,Various Artists,Mashups,0.7,d8e08f4c-e74d-43db-904a-306e389968c4,Expensive Dispenser,Mashups on Mashups,
135,2000,"Cooper v. Ogilvy & Mather, et al.",Ogilvy & Mather,"""Pond's Nutrivits"" ads",defendant,Ogilvy & Mather,Pond's Nutrivits,0.5,75cfdf80-ef21-483b-b273-c2960faec1f8,Mather,Co-Lapse,
